run_id,input_generation,analysis_group,task,model,segment_dimension,segment_value,class_label,expected_label,predicted_label,metric,value,support,record_id,text,linguistic_level,flagprofanity,hasemoji,hasspellingerror,hasslang,length_class,mixed_sentiment,goldtest
20260818T013030Z_github-32088408164,3,aggregate_metrics,sentiment,lstm,,,,,,expected_calibration_error,0.0018653539127451311,2040,,,,,,,,,,
20260818T013030Z_github-32088408164,3,aggregate_metrics,sentiment,lstm,,,,,,log_loss,0.02693308916322428,2040,,,,,,,,,,
20260818T013030Z_github-32088408164,3,aggregate_metrics,sentiment,lstm,,,,,,macro_f1,0.9941208767076549,2040,,,,,,,,,,
20260818T013030Z_github-32088408164,3,aggregate_metrics,sentiment,lstm,,,,,,precision_macro,0.9941305658427354,2040,,,,,,,,,,
20260818T013030Z_github-32088408164,3,aggregate_metrics,sentiment,lstm,,,,,,recall_macro,0.9941176470588236,2040,,,,,,,,,,
20260818T013030Z_github-32088408164,3,aggregate_metrics,sentiment,lstm,,,,,,weighted_f1,0.994120876707655,2040,,,,,,,,,,
20260818T013030Z_github-32088408164,3,aggregate_metrics,sentiment,tfidf_logistic,,,,,,accuracy,0.9769607843137255,2040,,,,,,,,,,
20260818T013030Z_github-32088408164,3,aggregate_metrics,sentiment,tfidf_logistic,,,,,,brier_score,0.07184169752608002,2040,,,,,,,,,,
20260818T013030Z_github-32088408164,3,aggregate_metrics,sentiment,tfidf_logistic,,,,,,expected_calibration_error,0.13152029146603014,2040,,,,,,,,,,
20260818T013030Z_github-32088408164,3,aggregate_metrics,sentiment,tfidf_logistic,,,,,,log_loss,0.19046400255604062,2040,,,,,,,,,,
20260818T013030Z_github-32088408164,3,aggregate_metrics,sentiment,tfidf_logistic,,,,,,macro_f1,0.9769666069722908,2040,,,,,,,,,,
20260818T013030Z_github-32088408164,3,aggregate_metrics,sentiment,tfidf_logistic,,,,,,precision_macro,0.9770295011902697,2040,,,,,,,,,,
20260818T013030Z_github-32088408164,3,aggregate_metrics,sentiment,tfidf_logistic,,,,,,recall_macro,0.9769607843137255,2040,,,,,,,,,,
20260818T013030Z_github-32088408164,3,aggregate_metrics,sentiment,tfidf_logistic,,,,,,weighted_f1,0.9769666069722908,2040,,,,,,,,,,
20260818T013030Z_github-32088408164,3,model_delta,sentiment,lstm_minus_tfidf_logistic,,,,,,accuracy,0.01715686274509809,2040,,,,,,,,,,
20260818T013030Z_github-32088408164,3,model_delta,sentiment,lstm_minus_tfidf_logistic,,,,,,brier_score,-0.06236032299082496,2040,,,,,,,,,,
20260818T013030Z_github-32088408164,3,model_delta,sentiment,lstm_minus_tfidf_logistic,,,,,,log_loss,-0.16353091339281633,2040,,,,,,,,,,
20260818T013030Z_github-32088408164,3,model_delta,sentiment,lstm_minus_tfidf_logistic,,,,,,macro_f1,0.017154269735364158,2040,,,,,,,,,,
20260818T013030Z_github-32088408164,3,model_delta,sentiment,lstm_minus_tfidf_logistic,,,,,,weighted_f1,0.01715426973536427,2040,,,,,,,,,,
20260818T013030Z_github-32088408164,3,uncertainty,sentiment,lstm,,,,,,accuracy_ci95_low,0.9897460452988188,2040,,,,,,,,,,
20260818T013030Z_github-32088408164,3,uncertainty,sentiment,lstm,,,,,,accuracy_ci95_high,0.9966318321532032,2040,,,,,,,,,,
20260818T013030Z_github-32088408164,3,aggregate_metrics,topic,lstm,,,,,,accuracy,0.9921568627450981,2040,,,,,,,,,,
20260818T013030Z_github-32088408164,3,aggregate_metrics,topic,lstm,,,,,,brier_score,0.011371404803534182,2040,,,,,,,,,,
20260818T013030Z_github-32088408164,3,aggregate_metrics,topic,lstm,,,,,,expected_calibration_error,0.003486745069991319,2040,,,,,,,,,,
20260818T013030Z_github-32088408164,3,aggregate_metrics,topic,lstm,,,,,,log_loss,0.02510633548863941,2040,,,,,,,,,,
20260818T013030Z_github-32088408164,3,aggregate_metrics,topic,lstm,,,,,,macro_f1,0.9921576856974312,2040,,,,,,,,,,
20260818T013030Z_github-32088408164,3,aggregate_metrics,topic,lstm,,,,,,precision_macro,0.9921879139033112,2040,,,,,,,,,,
20260818T013030Z_github-32088408164,3,aggregate_metrics,topic,lstm,,,,,,recall_macro,0.9921568627450981,2040,,,,,,,,,,
20260818T013030Z_github-32088408164,3,aggregate_metrics,topic,lstm,,,,,,weighted_f1,0.9921576856974312,2040,,,,,,,,,,
20260818T013030Z_github-32088408164,3,aggregate_metrics,topic,tfidf_logistic,,,,,,accuracy,0.9970588235294118,2040,,,,,,,,,,
20260818T013030Z_github-32088408164,3,aggregate_metrics,topic,tfidf_logistic,,,,,,brier_score,0.13149744784253442,2040,,,,,,,,,,
20260818T013030Z_github-32088408164,3,aggregate_metrics,topic,tfidf_logistic,,,,,,expected_calibration_error,0.27456812869493163,2040,,,,,,,,,,
20260818T013030Z_github-32088408164,3,aggregate_metrics,topic,tfidf_logistic,,,,,,log_loss,0.3475802044601676,2040,,,,,,,,,,
20260818T013030Z_github-32088408164,3,aggregate_metrics,topic,tfidf_logistic,,,,,,macro_f1,0.9970583377562274,2040,,,,,,,,,,
20260818T013030Z_github-32088408164,3,aggregate_metrics,topic,tfidf_logistic,,,,,,precision_macro,0.9970607307748901,2040,,,,,,,,,,
20260818T013030Z_github-32088408164,3,aggregate_metrics,topic,tfidf_logistic,,,,,,recall_macro,0.9970588235294118,2040,,,,,,,,,,
20260818T013030Z_github-32088408164,3,aggregate_metrics,topic,tfidf_logistic,,,,,,weighted_f1,0.9970583377562274,2040,,,,,,,,,,
20260818T013030Z_github-32088408164,3,model_delta,topic,lstm_minus_tfidf_logistic,,,,,,accuracy,-0.004901960784313708,2040,,,,,,,,,,
20260818T013030Z_github-32088408164,3,model_delta,topic,lstm_minus_tfidf_logistic,,,,,,brier_score,-0.12012604303900024,2040,,,,,,,,,,
20260818T013030Z_github-32088408164,3,model_delta,topic,lstm_minus_tfidf_logistic,,,,,,log_loss,-0.3224738689715282,2040,,,,,,,,,,
20260818T013030Z_github-32088408164,3,model_delta,topic,lstm_minus_tfidf_logistic,,,,,,macro_f1,-0.0049006520587961955,2040,,,,,,,,,,
20260818T013030Z_github-32088408164,3,model_delta,topic,lstm_minus_tfidf_logistic,,,,,,weighted_f1,-0.0049006520587961955,2040,,,,,,,,,,
20260818T013030Z_github-32088408164,3,uncertainty,topic,lstm,,,,,,accuracy_ci95_low,0.98729719228358,2040,,,,,,,,,,
20260818T013030Z_github-32088408164,3,uncertainty,topic,lstm,,,,,,accuracy_ci95_high,0.9951664872420449,2040,,,,,,,,,,
20260818T013030Z_github-32088408164,3,segment_composition,sentiment,lstm,flagprofanity,0,,,,share,0.6764705882352942,1380,,,,,,,,,,
20260818T013030Z_github-32088408164,3,segment_metrics,sentiment,lstm,flagprofanity,0,,,,accuracy,0.9920289855072464,1380,,,,,,,,,,
20260818T013030Z_github-32088408164,3,segment_metrics,sentiment,lstm,flagprofanity,0,,,,brier_score,0.012620971406609406,1380,,,,,,,,,,
20260818T013030Z_github-32088408164,3,segment_metrics,sentiment,lstm,flagprofanity,0,,,,expected_calibration_error,0.0030257589628088395,1380,,,,,,,,,,
20260818T013030Z_github-32088408164,3,segment_metrics,sentiment,lstm,flagprofanity,0,,,,log_loss,0.03690799553190974,1380,,,,,,,,,,
20260818T013030Z_github-32088408164,3,segment_metrics,sentiment,lstm,flagprofanity,0,,,,macro_f1,0.9920336405397333,1380,,,,,,,,,,
20260818T013030Z_github-32088408164,3,segment_metrics,sentiment,lstm,flagprofanity,0,,,,precision_macro,0.9920585731099592,1380,,,,,,,,,,
20260818T013030Z_github-32088408164,3,segment_metrics,sentiment,lstm,flagprofanity,0,,,,recall_macro,0.9920289855072464,1380,,,,,,,,,,
20260818T013030Z_github-32088408164,3,segment_metrics,sentiment,lstm,flagprofanity,0,,,,weighted_f1,0.9920336405397333,1380,,,,,,,,,,
20260818T013030Z_github-32088408164,3,segment_composition,sentiment,lstm,flagprofanity,1,,,,share,0.3235294117647059,660,,,,,,,,,,
20260818T013030Z_github-32088408164,3,segment_metrics,sentiment,lstm,flagprofanity,1,,,,accuracy,0.9984848484848485,660,,,,,,,,,,
20260818T013030Z_github-32088408164,3,segment_metrics,sentiment,lstm,flagprofanity,1,,,,brier_score,0.0029167628951505234,660,,,,,,,,,,
20260818T013030Z_github-32088408164,3,segment_metrics,sentiment,lstm,flagprofanity,1,,,,expected_calibration_error,0.0014190494788577368,660,,,,,,,,,,
20260818T013030Z_github-32088408164,3,segment_metrics,sentiment,lstm,flagprofanity,1,,,,log_loss,0.006076466755972873,660,,,,,,,,,,
20260818T013030Z_github-32088408164,3,segment_metrics,sentiment,lstm,flagprofanity,1,,,,macro_f1,0.9984848406586121,660,,,,,,,,,,
20260818T013030Z_github-32088408164,3,segment_metrics,sentiment,lstm,flagprofanity,1,,,,precision_macro,0.9984917043740573,660,,,,,,,,,,
20260818T013030Z_github-32088408164,3,segment_metrics,sentiment,lstm,flagprofanity,1,,,,recall_macro,0.9984848484848485,660,,,,,,,,,,
20260818T013030Z_github-32088408164,3,segment_metrics,sentiment,lstm,flagprofanity,1,,,,weighted_f1,0.9984848406586121,660,,,,,,,,,,
20260818T013030Z_github-32088408164,3,segment_composition,sentiment,lstm,goldtest,0,,,,share,0.8235294117647058,1680,,,,,,,,,,
20260818T013030Z_github-32088408164,3,segment_metrics,sentiment,lstm,goldtest,0,,,,accuracy,0.993452380952381,1680,,,,,,,,,,
20260818T013030Z_github-32088408164,3,segment_metrics,sentiment,lstm,goldtest,0,,,,brier_score,0.010082980238651307,1680,,,,,,,,,,
20260818T013030Z_github-32088408164,3,segment_metrics,sentiment,lstm,goldtest,0,,,,expected_calibration_error,0.001756441878912061,1680,,,,,,,,,,
20260818T013030Z_github-32088408164,3,segment_metrics,sentiment,lstm,goldtest,0,,,,log_loss,0.02950750205698795,1680,,,,,,,,,,
20260818T013030Z_github-32088408164,3,segment_metrics,sentiment,lstm,goldtest,0,,,,macro_f1,0.9934555460474946,1680,,,,,,,,,,
20260818T013030Z_github-32088408164,3,segment_metrics,sentiment,lstm,goldtest,0,,,,precision_macro,0.9934660875220173,1680,,,,,,,,,,
20260818T013030Z_github-32088408164,3,segment_metrics,sentiment,lstm,goldtest,0,,,,recall_macro,0.9934523809523809,1680,,,,,,,,,,
20260818T013030Z_github-32088408164,3,segment_metrics,sentiment,lstm,goldtest,0,,,,weighted_f1,0.9934555460474945,1680,,,,,,,,,,
20260818T013030Z_github-32088408164,3,segment_composition,sentiment,lstm,goldtest,1,,,,share,0.17647058823529413,360,,,,,,,,,,
20260818T013030Z_github-32088408164,3,segment_metrics,sentiment,lstm,goldtest,1,,,,accuracy,0.9972222222222222,360,,,,,,,,,,
20260818T013030Z_github-32088408164,3,segment_metrics,sentiment,lstm,goldtest,1,,,,brier_score,0.006673881252739237,360,,,,,,,,,,
20260818T013030Z_github-32088408164,3,segment_metrics,sentiment,lstm,goldtest,1,,,,expected_calibration_error,0.004259000067877844,360,,,,,,,,,,
20260818T013030Z_github-32088408164,3,segment_metrics,sentiment,lstm,goldtest,1,,,,log_loss,0.014919162325660483,360,,,,,,,,,,
20260818T013030Z_github-32088408164,3,segment_metrics,sentiment,lstm,goldtest,1,,,,macro_f1,0.9972221739960764,360,,,,,,,,,,
20260818T013030Z_github-32088408164,3,segment_metrics,sentiment,lstm,goldtest,1,,,,precision_macro,0.997245179063361,360,,,,,,,,,,
20260818T013030Z_github-32088408164,3,segment_metrics,sentiment,lstm,goldtest,1,,,,recall_macro,0.9972222222222222,360,,,,,,,,,,
20260818T013030Z_github-32088408164,3,segment_metrics,sentiment,lstm,goldtest,1,,,,weighted_f1,0.9972221739960764,360,,,,,,,,,,
20260818T013030Z_github-32088408164,3,segment_composition,sentiment,lstm,hasemoji,0,,,,share,0.8235294117647058,1680,,,,,,,,,,
20260818T013030Z_github-32088408164,3,segment_metrics,sentiment,lstm,hasemoji,0,,,,accuracy,0.9940476190476191,1680,,,,,,,,,,
20260818T013030Z_github-32088408164,3,segment_metrics,sentiment,lstm,hasemoji,0,,,,brier_score,0.010158235077949967,1680,,,,,,,,,,
20260818T013030Z_github-32088408164,3,segment_metrics,sentiment,lstm,hasemoji,0,,,,expected_calibration_error,0.002724515877268332,1680,,,,,,,,,,
20260818T013030Z_github-32088408164,3,segment_metrics,sentiment,lstm,hasemoji,0,,,,log_loss,0.030461649745373187,1680,,,,,,,,,,
20260818T013030Z_github-32088408164,3,segment_metrics,sentiment,lstm,hasemoji,0,,,,macro_f1,0.9940497032278874,1680,,,,,,,,,,
20260818T013030Z_github-32088408164,3,segment_metrics,sentiment,lstm,hasemoji,0,,,,precision_macro,0.9940644144487658,1680,,,,,,,,,,
20260818T013030Z_github-32088408164,3,segment_metrics,sentiment,lstm,hasemoji,0,,,,recall_macro,0.9940476190476191,1680,,,,,,,,,,
20260818T013030Z_github-32088408164,3,segment_metrics,sentiment,lstm,hasemoji,0,,,,weighted_f1,0.9940497032278874,1680,,,,,,,,,,
20260818T013030Z_github-32088408164,3,segment_composition,sentiment,lstm,hasemoji,1,,,,share,0.17647058823529413,360,,,,,,,,,,
20260818T013030Z_github-32088408164,3,segment_metrics,sentiment,lstm,hasemoji,1,,,,accuracy,0.9944444444444445,360,,,,,,,,,,
20260818T013030Z_github-32088408164,3,segment_metrics,sentiment,lstm,hasemoji,1,,,,brier_score,0.006322692002678832,360,,,,,,,,,,
20260818T013030Z_github-32088408164,3,segment_metrics,sentiment,lstm,hasemoji,1,,,,expected_calibration_error,0.005768452399391939,360,,,,,,,,,,
20260818T013030Z_github-32088408164,3,segment_metrics,sentiment,lstm,hasemoji,1,,,,log_loss,0.010466473113196047,360,,,,,,,,,,
20260818T013030Z_github-32088408164,3,segment_metrics,sentiment,lstm,hasemoji,1,,,,macro_f1,0.9944557787844209,360,,,,,,,,,,
20260818T013030Z_github-32088408164,3,segment_metrics,sentiment,lstm,hasemoji,1,,,,precision_macro,0.9945355191256832,360,,,,,,,,,,
20260818T013030Z_github-32088408164,3,segment_metrics,sentiment,lstm,hasemoji,1,,,,recall_macro,0.9944444444444445,360,,,,,,,,,,
20260818T013030Z_github-32088408164,3,segment_metrics,sentiment,lstm,hasemoji,1,,,,weighted_f1,0.9944557787844208,360,,,,,,,,,,
20260818T013030Z_github-32088408164,3,segment_composition,sentiment,lstm,hasslang,0,,,,share,0.7941176470588235,1620,,,,,,,,,,
20260818T013030Z_github-32088408164,3,segment_metrics,sentiment,lstm,hasslang,0,,,,accuracy,0.9938271604938271,1620,,,,,,,,,,
20260818T013030Z_github-32088408164,3,segment_metrics,sentiment,lstm,hasslang,0,,,,brier_score,0.009223801788696097,1620,,,,,,,,,,
20260818T013030Z_github-32088408164,3,segment_metrics,sentiment,lstm,hasslang,0,,,,expected_calibration_error,0.0026309491667420794,1620,,,,,,,,,,
20260818T013030Z_github-32088408164,3,segment_metrics,sentiment,lstm,hasslang,0,,,,log_loss,0.028621132264895047,1620,,,,,,,,,,
20260818T013030Z_github-32088408164,3,segment_metrics,sentiment,lstm,hasslang,0,,,,macro_f1,0.9938305792764027,1620,,,,,,,,,,
20260818T013030Z_github-32088408164,3,segment_metrics,sentiment,lstm,hasslang,0,,,,precision_macro,0.9938385494966061,1620,,,,,,,,,,
20260818T013030Z_github-32088408164,3,segment_metrics,sentiment,lstm,hasslang,0,,,,recall_macro,0.9938271604938271,1620,,,,,,,,,,
20260818T013030Z_github-32088408164,3,segment_metrics,sentiment,lstm,hasslang,0,,,,weighted_f1,0.9938305792764028,1620,,,,,,,,,,
20260818T013030Z_github-32088408164,3,segment_composition,sentiment,lstm,hasslang,1,,,,share,0.20588235294117646,420,,,,,,,,,,
20260818T013030Z_github-32088408164,3,segment_metrics,sentiment,lstm,hasslang,1,,,,accuracy,0.9952380952380953,420,,,,,,,,,,
20260818T013030Z_github-32088408164,3,segment_metrics,sentiment,lstm,hasslang,1,,,,brier_score,0.010474869414839636,420,,,,,,,,,,
20260818T013030Z_github-32088408164,3,segment_metrics,sentiment,lstm,hasslang,1,,,,expected_calibration_error,0.005606281577600027,420,,,,,,,,,,
20260818T013030Z_github-32088408164,3,segment_metrics,sentiment,lstm,hasslang,1,,,,log_loss,0.020422065771065635,420,,,,,,,,,,
20260818T013030Z_github-32088408164,3,segment_metrics,sentiment,lstm,hasslang,1,,,,macro_f1,0.9952380648684173,420,,,,,,,,,,
20260818T013030Z_github-32088408164,3,segment_metrics,sentiment,lstm,hasslang,1,,,,precision_macro,0.9952549814251942,420,,,,,,,,,,
20260818T013030Z_github-32088408164,3,segment_metrics,sentiment,lstm,hasslang,1,,,,recall_macro,0.9952380952380953,420,,,,,,,,,,
20260818T013030Z_github-32088408164,3,segment_metrics,sentiment,lstm,hasslang,1,,,,weighted_f1,0.9952380648684174,420,,,,,,,,,,
20260818T013030Z_github-32088408164,3,segment_composition,sentiment,lstm,hasspellingerror,0,,,,share,0.7941176470588235,1620,,,,,,,,,,
20260818T013030Z_github-32088408164,3,segment_metrics,sentiment,lstm,hasspellingerror,0,,,,accuracy,0.9950617283950617,1620,,,,,,,,,,
20260818T013030Z_github-32088408164,3,segment_metrics,sentiment,lstm,hasspellingerror,0,,,,brier_score,0.007310044568122595,1620,,,,,,,,,,
20260818T013030Z_github-32088408164,3,segment_metrics,sentiment,lstm,hasspellingerror,0,,,,expected_calibration_error,0.0024194320111908135,1620,,,,,,,,,,
20260818T013030Z_github-32088408164,3,segment_metrics,sentiment,lstm,hasspellingerror,0,,,,log_loss,0.022066190238068044,1620,,,,,,,,,,
20260818T013030Z_github-32088408164,3,segment_metrics,sentiment,lstm,hasspellingerror,0,,,,macro_f1,0.9950628461410808,1620,,,,,,,,,,
20260818T013030Z_github-32088408164,3,segment_metrics,sentiment,lstm,hasspellingerror,0,,,,precision_macro,0.9950718962302688,1620,,,,,,,,,,
20260818T013030Z_github-32088408164,3,segment_metrics,sentiment,lstm,hasspellingerror,0,,,,recall_macro,0.9950617283950617,1620,,,,,,,,,,
20260818T013030Z_github-32088408164,3,segment_metrics,sentiment,lstm,hasspellingerror,0,,,,weighted_f1,0.9950628461410809,1620,,,,,,,,,,
20260818T013030Z_github-32088408164,3,segment_composition,sentiment,lstm,hasspellingerror,1,,,,share,0.20588235294117646,420,,,,,,,,,,
20260818T013030Z_github-32088408164,3,segment_metrics,sentiment,lstm,hasspellingerror,1,,,,accuracy,0.9904761904761905,420,,,,,,,,,,
20260818T013030Z_github-32088408164,3,segment_metrics,sentiment,lstm,hasspellingerror,1,,,,brier_score,0.017856504408480283,420,,,,,,,,,,
20260818T013030Z_github-32088408164,3,segment_metrics,sentiment,lstm,hasspellingerror,1,,,,expected_calibration_error,0.0069708213106862635,420,,,,,,,,,,
20260818T013030Z_github-32088408164,3,segment_metrics,sentiment,lstm,hasspellingerror,1,,,,log_loss,0.04570541358882692,420,,,,,,,,,,
20260818T013030Z_github-32088408164,3,segment_metrics,sentiment,lstm,hasspellingerror,1,,,,macro_f1,0.9904928336965687,420,,,,,,,,,,
20260818T013030Z_github-32088408164,3,segment_metrics,sentiment,lstm,hasspellingerror,1,,,,precision_macro,0.990576794097921,420,,,,,,,,,,
20260818T013030Z_github-32088408164,3,segment_metrics,sentiment,lstm,hasspellingerror,1,,,,recall_macro,0.9904761904761905,420,,,,,,,,,,
20260818T013030Z_github-32088408164,3,segment_metrics,sentiment,lstm,hasspellingerror,1,,,,weighted_f1,0.9904928336965687,420,,,,,,,,,,
20260818T013030Z_github-32088408164,3,segment_composition,sentiment,lstm,length_class,long,,,,share,0.5303921568627451,1082,,,,,,,,,,
20260818T013030Z_github-32088408164,3,segment_metrics,sentiment,lstm,length_class,long,,,,accuracy,0.9926062846580407,1082,,,,,,,,,,
20260818T013030Z_github-32088408164,3,segment_metrics,sentiment,lstm,length_class,long,,,,brier_score,0.012144470794584136,1082,,,,,,,,,,
20260818T013030Z_github-32088408164,3,segment_metrics,sentiment,lstm,length_class,long,,,,expected_calibration_error,0.005663957252981187,1082,,,,,,,,,,
20260818T013030Z_github-32088408164,3,segment_metrics,sentiment,lstm,length_class,long,,,,log_loss,0.03685534469003939,1082,,,,,,,,,,
20260818T013030Z_github-32088408164,3,segment_metrics,sentiment,lstm,length_class,long,,,,macro_f1,0.992499585278043,1082,,,,,,,,,,
20260818T013030Z_github-32088408164,3,segment_metrics,sentiment,lstm,length_class,long,,,,precision_macro,0.9925678362711713,1082,,,,,,,,,,
20260818T013030Z_github-32088408164,3,segment_metrics,sentiment,lstm,length_class,long,,,,recall_macro,0.9924491159042458,1082,,,,,,,,,,
20260818T013030Z_github-32088408164,3,segment_metrics,sentiment,lstm,length_class,long,,,,weighted_f1,0.9926081174154124,1082,,,,,,,,,,
20260818T013030Z_github-32088408164,3,segment_composition,sentiment,lstm,length_class,medium,,,,share,0.4642156862745098,947,,,,,,,,,,
20260818T013030Z_github-32088408164,3,segment_metrics,sentiment,lstm,length_class,medium,,,,accuracy,0.9957761351636748,947,,,,,,,,,,
20260818T013030Z_github-32088408164,3,segment_metrics,sentiment,lstm,length_class,medium,,,,brier_score,0.006543812536957003,947,,,,,,,,,,
20260818T013030Z_github-32088408164,3,segment_metrics,sentiment,lstm,length_class,medium,,,,expected_calibration_error,0.007805902649709541,947,,,,,,,,,,
20260818T013030Z_github-32088408164,3,segment_metrics,sentiment,lstm,length_class,medium,,,,log_loss,0.01574466830128328,947,,,,,,,,,,
20260818T013030Z_github-32088408164,3,segment_metrics,sentiment,lstm,length_class,medium,,,,macro_f1,0.9958258691702401,947,,,,,,,,,,
20260818T013030Z_github-32088408164,3,segment_metrics,sentiment,lstm,length_class,medium,,,,precision_macro,0.9959376119555761,947,,,,,,,,,,
20260818T013030Z_github-32088408164,3,segment_metrics,sentiment,lstm,length_class,medium,,,,recall_macro,0.9957273878453647,947,,,,,,,,,,
20260818T013030Z_github-32088408164,3,segment_metrics,sentiment,lstm,length_class,medium,,,,weighted_f1,0.9957789807262174,947,,,,,,,,,,
20260818T013030Z_github-32088408164,3,segment_composition,sentiment,lstm,length_class,short,,,,share,0.005392156862745098,11,,,,,,,,,,
20260818T013030Z_github-32088408164,3,segment_metrics,sentiment,lstm,length_class,short,,,,accuracy,1.0,11,,,,,,,,,,
20260818T013030Z_github-32088408164,3,segment_metrics,sentiment,lstm,length_class,short,,,,brier_score,0.0004269254256371091,11,,,,,,,,,,
20260818T013030Z_github-32088408164,3,segment_metrics,sentiment,lstm,length_class,short,,,,expected_calibration_error,0.014032010844594822,11,,,,,,,,,,
20260818T013030Z_github-32088408164,3,segment_metrics,sentiment,lstm,length_class,short,,,,log_loss,0.014165277912695578,11,,,,,,,,,,
20260818T013030Z_github-32088408164,3,segment_metrics,sentiment,lstm,length_class,short,,,,macro_f1,1.0,11,,,,,,,,,,
20260818T013030Z_github-32088408164,3,segment_metrics,sentiment,lstm,length_class,short,,,,precision_macro,1.0,11,,,,,,,,,,
20260818T013030Z_github-32088408164,3,segment_metrics,sentiment,lstm,length_class,short,,,,recall_macro,1.0,11,,,,,,,,,,
20260818T013030Z_github-32088408164,3,segment_metrics,sentiment,lstm,length_class,short,,,,weighted_f1,1.0,11,,,,,,,,,,
20260818T013030Z_github-32088408164,3,segment_composition,sentiment,lstm,linguistic_level,advanced,,,,share,0.2,408,,,,,,,,,,
20260818T013030Z_github-32088408164,3,segment_metrics,sentiment,lstm,linguistic_level,advanced,,,,accuracy,0.9950980392156863,408,,,,,,,,,,
20260818T013030Z_github-32088408164,3,segment_metrics,sentiment,lstm,linguistic_level,advanced,,,,brier_score,0.006514589514659949,408,,,,,,,,,,
20260818T013030Z_github-32088408164,3,segment_metrics,sentiment,lstm,linguistic_level,advanced,,,,expected_calibration_error,0.0022262911407803045,408,,,,,,,,,,
20260818T013030Z_github-32088408164,3,segment_metrics,sentiment,lstm,linguistic_level,advanced,,,,log_loss,0.014440331081876827,408,,,,,,,,,,
20260818T013030Z_github-32088408164,3,segment_metrics,sentiment,lstm,linguistic_level,advanced,,,,macro_f1,0.9950980060867188,408,,,,,,,,,,
20260818T013030Z_github-32088408164,3,segment_metrics,sentiment,lstm,linguistic_level,advanced,,,,precision_macro,0.9951159295835122,408,,,,,,,,,,
20260818T013030Z_github-32088408164,3,segment_metrics,sentiment,lstm,linguistic_level,advanced,,,,recall_macro,0.9950980392156863,408,,,,,,,,,,
20260818T013030Z_github-32088408164,3,segment_metrics,sentiment,lstm,linguistic_level,advanced,,,,weighted_f1,0.9950980060867188,408,,,,,,,,,,
20260818T013030Z_github-32088408164,3,segment_composition,sentiment,lstm,linguistic_level,informal,,,,share,0.2,408,,,,,,,,,,
20260818T013030Z_github-32088408164,3,segment_metrics,sentiment,lstm,linguistic_level,informal,,,,accuracy,0.9975490196078431,408,,,,,,,,,,
20260818T013030Z_github-32088408164,3,segment_metrics,sentiment,lstm,linguistic_level,informal,,,,brier_score,0.006642211871744365,408,,,,,,,,,,
20260818T013030Z_github-32088408164,3,segment_metrics,sentiment,lstm,linguistic_level,informal,,,,expected_calibration_error,0.004670978011726724,408,,,,,,,,,,
20260818T013030Z_github-32088408164,3,segment_metrics,sentiment,lstm,linguistic_level,informal,,,,log_loss,0.02912618790987395,408,,,,,,,,,,
20260818T013030Z_github-32088408164,3,segment_metrics,sentiment,lstm,linguistic_level,informal,,,,macro_f1,0.9975489864788757,408,,,,,,,,,,
20260818T013030Z_github-32088408164,3,segment_metrics,sentiment,lstm,linguistic_level,informal,,,,precision_macro,0.9975669099756691,408,,,,,,,,,,
20260818T013030Z_github-32088408164,3,segment_metrics,sentiment,lstm,linguistic_level,informal,,,,recall_macro,0.9975490196078431,408,,,,,,,,,,
