AP2;COUNTRY;COMMENT_TEXT;SENTIMENT
SEDA;BR     ;Amei demais o meu \\r\\nCâmera excelente                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ;POSITIVO
SEDA;BR     ;Muito bom produto , porém apenas para alertar a Apple não vende com a base e o fone . Antes de ox pra verifique se a loja oferece ainda estoque do produto com este itens que citei acima . Fiquei super satisfeita entrega foi menos de 3 dias . Recomendo .                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               ;POSITIVO
SEDA;BR     ;Amei ! Realmente me atendeu !                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               ;POSITIVO
SEDA;BR     ;Aparelho Excelente Cumpriu todas as minhas especificativas                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  ;POSITIVO
SEDA;BR     ;Retirei no mesmo dia, produto excelente, melhor que o esperado. Recomendo.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  ;POSITIVO
SEDA;BR     ;Estou adorando, até agora não tenho do que reclamar, é um ótimo smartphone e a câmera então nem se fala.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ;POSITIVO
SEDA;BR     ;Excelente custo benefício estou gostando bastante câmera dele excelente também                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              ;POSITIVO
SEDA;BR     ;O produto é excelente, \\r\\nChegou antes do previsto, porém foi mal embalado, colocaram o celular dentro de uma caixa 4 vezes maior sem nenhum proteção, veio sacudindo dentro da caixa.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ;POSITIVO
SEDA;BR     ;Tudo muito perfeito. O prazo de entrega era de 3 dias entregaram com 2 dias . Super indico, cumpri o que promete .                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          ;POSITIVO
SEDA;BR     ;Maravilhoso, ele é bem rápido, desine lindo, a bateria poderia ter vindo com tempo mais de duração... Mas fora isso, tudo Otimoo ???                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        ;POSITIVO
SEDA;BR     ;Aparelho muito bom tudo nele é perfeito. A bateria poderia ser de maior duração mais tudo bem                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               ;POSITIVO
SEDA;BR     ;É Apple, dispensa comentários adicionais.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ;POSITIVO
