AP2;COUNTRY;COMMENT_TEXT;SENTIMENT
SEDA;BR;Gostei muito do celular.Queria muito a cor azul mas demorava muito para chegar por esse motivo fiquei com o celular branco \r\n;NEGATIVO
SEDA;BR;Apenas 2 atendentes, demora no atendimento pra  passar no caixa , vendedor muito atencioso, Demora pra tirar NF , sistema da loja  toda hora  fora ;NEGATIVO
SEDA;BR;Só a entrega que eu achei muito demorada.;NEGATIVO
SEDA;BR;A entrega foi muito rápida, 05 dias, moro na região norte e é comum os correios demorarem em média 20 dias para entregar encomendas. ;NEGATIVO
SEDA;BR;Produto conforme  o anúncio. É  uma boa  opção  para quem  precisa de um smartphone  barato e funcional. O  único  problema  é  a demora para carregar o telefone.;NEGATIVO
SEDA;BR;Gostei do produto mais a transportadora é horrível;NEGATIVO
SEDA;BR;Produto lento, não suporta alguns aplicativos ;NEGATIVO
SEDA;BR;Péssimo além de ser fraco as configurações,demora mais de três horas para carregar ;NEGATIVO
SEDA;BR;Lento 😔;NEGATIVO
SEDA;BR;O produto não agradou muito!\r\nTive problemas com a tela e é um celular lento.;NEGATIVO
SEDA;BR;Não gostei internet horrivel;NEGATIVO
SEDA;BR;Câmera horrível....;NEGATIVO
SEDA;BR;Achei um pouco lento. E não possui funções de uso com o meu smartphone. O meu Samsung j6 funcionava normalmente conectado com o meu smartphone. E a tela é um pouco menor que o esperado ;NEGATIVO
SEDA;BR;Entrega demorada e no  domingo ;NEGATIVO
SEDA;BR;Processador lento.;NEGATIVO
SEDA;BR;Produto extremamente lento. Nunca vi um celular travar tanto na minha vida.;NEGATIVO
SEDA;BR;Achei horrível pois não foi o que eu comprei;NEGATIVO
SEDA;BR;Tela muito sensível demais, sensor de impressão digital muito lento;NEGATIVO
SEDA;BR;Espera mas do produto, mas serviu experiência para próxima, sempre usei LG , fiquei decepcionada, aparelho já está travando e lento decepção;NEGATIVO
SEDA;BR;Um lixo, trava muito.;NEGATIVO
SEDA;BR;Horrível, trava demais, deixou q desejar nas 3 g d RAM;NEGATIVO
SEDA;BR;Foi só a demora do codico ..;NEGATIVO
SEDA;BR;Do jeito que falavam do Iphone e pelo preço, eu esperava mais, sai do Xiaomi Mi 9 e não senti diferença. Display muito frágil.;NEGATIVO
SEDA;BR;Pessimo;NEGATIVO
SEDA;BR;Pessimo. Trava muito, a assistência fica mandando reiniciar, os apps não funcionam, péssimo aparelho, péssimo, não indico. Não comprem!!!;NEGATIVO
SEDA;BR;Horrível 😔;NEGATIVO
SEDA;BR;A sensibilidade da tela é horrível, ele tira prints com muita facilidade então a todo tempo fica tirando print quando não quero. Decepcionada com esse celular.;NEGATIVO
SEDA;BR;Horrível;NEGATIVO
SEDA;BR;Ele trava muito, processador lento;NEGATIVO
SEDA;BR;Câmera horrível ;NEGATIVO
SEDA;BR;Ele é até bonzinho nas configuração mais a câmera é péssima, horrível, nem pro dia dia essa câmera presta ;NEGATIVO
SEDA;BR;Aparelho muito lento ;NEGATIVO
SEDA;BR;O telefone trava a todo momento,abre páginas que eu não solicitei, muito lento,e diminui o brilho sozinho, atrapalhando o uso...detestei ele arrependi muito????;NEGATIVO
SEDA;BR;Celular horrível trava demais chega de LG na minha vida.;NEGATIVO
SEDA;BR;Celular lento;NEGATIVO
SEDA;BR;Muita demora na entrega !! Aparelho razoável pra o preço dado ;NEGATIVO
SEDA;BR;A câmera é bem ruim e ele é meio lento ;NEGATIVO
SEDA;BR;Bateria durável, mas depois de alguns app instalados telefone já ficou lento;NEGATIVO
SEDA;BR;Experiência lamentável com a entrega. O produto ok, mas a entrega foi um horrível por conta do atraso e desencontro de informações. ;NEGATIVO
SEDA;BR;Frágil, simples, a câmera é bem ruim. E pelo custo ele é mediano.;NEGATIVO
SEDA;BR;UM POUCO LENTO PARA LIGAR E CARREGAR OS  DADOS.;NEGATIVO
SEDA;BR;Muito frágil, porem roda rápido os aplicativos. Pelo preço foi uma boa compra.;NEGATIVO
SEDA;BR;Bateria ruim demora 5 hora para carregar tudo ;NEGATIVO
SEDA;BR;Ê  um celular bem básico, o Android é bem lento, a câmera ñ é muito boa, mas pra quem quer um celular com baixo preço e que não precisa de muitos recursos esse é suficiente.;NEGATIVO
SEDA;BR;Horrível, trava muito, preço não compensa.;NEGATIVO
SEDA;BR;Achei o produto um pouco frágil ;NEGATIVO
SEDA;BR;Péssimo, trava muito e lento;NEGATIVO
SEDA;BR;Resolução não é muito boa, é um celular lento.;NEGATIVO
SEDA;BR;ruinzinho kkkk lento;NEGATIVO
SEDA;BR;Sistema operacional meio lento.;NEGATIVO
SEDA;BR;Não gostei!\r\nAparelho lento, reconhecimento de digital super lento e muito mais pesado que o concorrente direto: Motorola E6 Plus.;NEGATIVO
SEDA;BR;Celular trava\r\nLento \r\nPéssima conexão Wi-Fi ;NEGATIVO
SEDA;BR;Trava toda hora e a câmera horrível...;NEGATIVO
SEDA;BR;Trava muito e lento;NEGATIVO
SEDA;BR;Infelizmente o meu veio com defeito  ,pedi pra fazerem a troca e não chegou ainda ,estão demorando muito pra entregar , não recomendo ;NEGATIVO
SEDA;BR;Não gostei o volume é horrível;NEGATIVO
SEDA;BR;Muito baixo e lento;NEGATIVO
SEDA;BR;Produto ate legal mais a camera anoite é horrivel tenho um j7 e a camera da de 10 a zero nessa do A10s;NEGATIVO
SEDA;BR;PESSIMO PRODUTO \r\nCOM 20 DIAS A TELA FICOU PISCANDO COLORIDA E APAGOU \r\nNAO RECEOMENDO;NEGATIVO
SEDA;BR;Fiquei insatisfeita pelo aparelho não possuir a funçao smat view (compartilhar imagem com a tv).;NEGATIVO
SEDA;BR;Celular lento e não tem função de espelhar a tela do celular na smart TV ;NEGATIVO
SEDA;BR;Achei lento;NEGATIVO
SEDA;BR;Descarrega muito rápido \r\nLento pra carregar ;NEGATIVO
SEDA;BR;Esse S10 chegou rápido.\r\nMas o S01 sansung azul não chegou ainda não estou satisfeita com a demora até porque nunca está disponível pra retirar na loja de tatui sp.;NEGATIVO
SEDA;BR;Telefone lento. Trava em alguns momentos. Me arrependi. Se pudesse devolveria e compraria outro.;NEGATIVO
SEDA;BR;Fragil. A placa deu problema e assistência técnica demorará bastante para resolver...;NEGATIVO
SEDA;BR;Medio , faço uso normal . Queimou tela Assistência tecnica demorada para fazer manutenção a durabilidade deixa a desejar. ;NEGATIVO
SEDA;BR;Imagem ruim, trava muito, sensor lento, Péssima qualidade. NÃO RECOMENDO.;NEGATIVO
SEDA;BR;Horrível!;NEGATIVO
SEDA;BR;Uma porcaria!!! O processador  é  lento, trava toda hora! Péssimo!! Arrependimento total!;NEGATIVO
SEDA;BR;Horrível me arrependi da compra ..\r\nLento \r\nCâmera horrível\r\nSe eu pudesse trocaria por outro aparelho ...;NEGATIVO
SEDA;BR;horrivel;NEGATIVO
SEDA;BR;Lento ;NEGATIVO
SEDA;BR;Horrivel;NEGATIVO
SEDA;BR;Eu gostei desse aparelho, câmera, mas o que desejou a desejar é a demora para carregar. Leva em média 3hs e meia. Fora disso, nenhum problema.;NEGATIVO
SEDA;BR;O celular tava bastante, e desliga sozinho... É a demora de vcs para resolver e horrível..;NEGATIVO
SEDA;BR;A qualidade não  é  boa, câmera ruim,  som pessimo;NEGATIVO
SEDA;BR;Achei que demora para carregar e descarrega muito rápido;NEGATIVO
SEDA;BR;produto que bateria parece que vai sair fogo em menos de 30 mtos de carrego , lento, pessimo;NEGATIVO
SEDA;BR;Horrível ;NEGATIVO
SEDA;BR;O produto veio de acordo o esperado, só não gostei da demora com a agilidade do produto e pela falta de informação da compra ;NEGATIVO
SEDA;BR;Insatisfeita ;NEGATIVO
SEDA;BR;Horrível! Vou ter que levar na autorizada da Apple porque o aparelho não funciona!;NEGATIVO
SEDA;BR;Entregue antes do prazo, tudo certinho. Mas demora bastante para conectar os dados móveis, quase sempre é preciso reiniciar o aparelho;NEGATIVO
SEDA;BR;Muito fraco. Bateria não dura um dia.\r\nToda hora reinicia sozinho. Não aceita back up. Lento demais. \r\nDetestei;NEGATIVO
SEDA;BR;Pessimo trava nao pega nada ha troquei 2 veses revoltada ;NEGATIVO
SEDA;BR;Aparelho lento e trava com certa frequência ;NEGATIVO
SEDA;BR;Logo que chegou aq em casa, não tinha nem dois dias de uso, o aparelho começou a travar e ficar devagar. ;NEGATIVO
SEDA;BR;Câmara não é boa e no geral é um pouco lento.;NEGATIVO
SEDA;BR;Muito frágil ,e não tem assistência !!!;NEGATIVO
SEDA;BR;Sou fã da Samsung, mas esse smarpfone é pior produto da marca que adquiri. Demora mais de 4 horas para carregar a bateria e a mesma não dura nada, a carga simplesmente evapora.;NEGATIVO
SEDA;BR;Só serve para ligar e receber ligação. Muito,  muito,  muito lento ;NEGATIVO
SEDA;BR;Horrível esse celular , trava muito.;NEGATIVO
SEDA;BR;Péssimo produto. Lento. Trava toda hora;NEGATIVO
SEDA;BR;O produto veio com defeito na bateria,  O mesmo está com o carregamento lento e descarregando com facilidade.;NEGATIVO
SEDA;BR;Não recomendo.Trava muito, bateria demora a carregar e descarrega muito rápido.;NEGATIVO
SEDA;BR;Ele é meio lento.;NEGATIVO
SEDA;BR;Horrível pior celular que já tive na minha vida. Trava demais. Muito ruim. Muito triste com a compra, ainda nem terminei de pagar e estou pensando em comprar outro.;NEGATIVO
SEDA;BR;muito lento;NEGATIVO
SEDA;BR;Horrível a bateria não dura nada super arrependido;NEGATIVO
SEDA;BR;Com defeitos esperando a coleta para de evolução diga-se que está demorativo;NEGATIVO
SEDA;BR;Bateria ruim não dura um dia, estou insatisfeito com o produto. Gostaria de trocar por outro. Busquei em sites que tem problemas nesta linha k 22\r\n;NEGATIVO
SEDA;BR;Comprei pro meu marido ele gostou ,porém demora pra carregar;NEGATIVO
SEDA;BR;Bateria com pouca duração. Demora para carregar;NEGATIVO
SEDA;BR;Câmeras atendem bem, porém lento para download e upload de arquivos e vídeos. Muitos aplicativos já instalados e de pouca utilidade poderiam ser excluídos para liberar memória. ;NEGATIVO
SEDA;BR;Achei lento para navegar na internet. Mesmo sendo uma versão problemática esperava que tivesse sido corrigido essa questão de lentidão.;NEGATIVO
SEDA;BR;Olá, o aparelho é muito frágil, uma quedinha já quebrou a tela, e estava com película, a bateria não está boa também. Isso tudo com apenas 1 mês de uso ;NEGATIVO
SEDA;BR;Contra bateria consome muito, e demora para recarregar ;NEGATIVO
SEDA;BR;O dispositivo tem uma resposta rápida, a qualidade da câmera é muito boa! A bateria demora muito para atingir 100% ao carregar.;NEGATIVO
SEDA;BR;leitor de digital ruim demora a identificar, tem hora que a tela touch screen  nao responde tem que ficar apertando mais de uma vez. a previsao de texto do teclado 3X4 nao existe.;NEGATIVO
SEDA;BR;Produto não pega 4g e a Internet não funciona o sinal é horrível  quero meu dinheiro de volta esse celular não é tudo que a propaganda diz;NEGATIVO
SEDA;BR;Muito lento .;NEGATIVO
SEDA;BR;O meu chegou com o processador muito lento. Tive de pedir o ressarcimento ;NEGATIVO
SEDA;BR;Gostei muito, porém a digital é ruim, demora para pegar e quando coloca película não funciona.;NEGATIVO
SEDA;BR;Tela com toque devagar nas funções, vc está vendo algo e derrepente some td. ;NEGATIVO
SEDA;BR;Horrivel. fotos tremidas e com cores fraca.nao recomendo esse celular;NEGATIVO
SEDA;BR;Muito devagar, bateria não guenta oque se propoem, tempo inteiro busca Samsung pass e sai das páginas.\r\nNao gostei;NEGATIVO
SEDA;BR;As selfe fica horrível com está camera;NEGATIVO
SEDA;BR;trava muito e pede para reiniciar toda hora, horrivel ;NEGATIVO
SEDA;BR;Estou insatisfeito fiz uma reclamação e ninguem entrou em contato pra resolver mininsatisfação ;NEGATIVO
SEDA;BR;Horrível tampa traseira estralando quando o aparelho esquenta imagem ruim e som muito baixo;NEGATIVO
SEDA;BR;celular travou assiim que ligeui quando tirei  da caixa . camera com  fotos ruim. pessimo;NEGATIVO
SEDA;BR;Não gostei muito.  Demora pra carregar, esquenta demais e trava em alguns aplicativos. Ponto positivo:. Qualidade da câmera.;NEGATIVO
SEDA;BR;Processador é bastante lento, câmera de baixa qualidade, e que fica escura...;NEGATIVO
SEDA;BR;Android lento. Trava com frequência. Não recomendo.;NEGATIVO
SEDA;BR;Está lento, não superou as expectativas de um produto conforme especificações.;NEGATIVO
SEDA;BR;Loja parceira demora muito pra entregar ;NEGATIVO
SEDA;BR;O produto é horrível, com menos de um mês de uso ja está travando;NEGATIVO
SEDA;BR;Horrível. O telefone está travando com 2 meses de uso.\r\n;NEGATIVO
SEDA;BR;Demora de mais para iniciar ;NEGATIVO
SEDA;BR;não foi aquilo que esperava, lento no carregamento e sempre oscilando na conexão de internet;NEGATIVO
SEDA;BR;Lento;NEGATIVO
SEDA;BR;Ele foi extraviado no correios \r\nNão me demoram nenhuma solução até agora ;NEGATIVO
SEDA;BR;Péssimo. Trava muito e é lento;NEGATIVO
SEDA;BR;Celular muito lento para abrir os apps ;NEGATIVO
SEDA;BR;CAMERA HORRÍVEL - FICA COM UM ZOOM ENORME NO INSTA, CHAMADA DE VIDEO A CAMERA FICA HORRIVEL ;NEGATIVO
SEDA;BR;O aparelho tem a bateria que acaba rápido e demora a recarregar. É uma boa opção de entrada mas vale a pena pagar mais e ir para o Moto G.;NEGATIVO
SEDA;BR;A selfie é demorada quando tem flash.;NEGATIVO
SEDA;BR;Só uma coisa que não gostei demora muito para carregar fica mais de três horas para completar a carga;NEGATIVO
SEDA;BR;Vale pagar 1000 reais,mais q isso e dinheiro jogado no lixo;NEGATIVO
SEDA;BR;Tela muito frágil ;NEGATIVO
SEDA;BR;Muito lento trava;NEGATIVO
SEDA;BR;Horrível só pega wi-fi grudado no modem! E a bateria dura nada!;NEGATIVO
SEDA;BR;Um pouco ruim a memória é horrível;NEGATIVO
SEDA;BR;A bateria não é o que eu esperava e a câmera nem se fala horrível perde feio pra do Lg k40s;NEGATIVO
SEDA;BR;Celular só trava nós aplicativo fica horrível\r\nNão recomendo;NEGATIVO
SEDA;BR;Lento de mais,ruim d sinal.... Onde o G7 plus pegava bem esse nem sinal tem.;NEGATIVO
SEDA;BR;Câmera horrível. Só fiquei um dia com o aparelho e passei pra uma amiga. Achei caro para o que oferece.;NEGATIVO
SEDA;BR;Muito lento não gostei ;NEGATIVO
SEDA;BR;Horrível desliga sozinho;NEGATIVO
SEDA;BR;Um pouco lento no download das atualizações, deveria ter fone de ouvido;NEGATIVO
SEDA;BR;Horrível Trava Muito Bateria Não Dura muito vai embora Muito Rápido o botão de ligar e desligar tem q aperta um monte d vezes pra poder acender o telefone ou desligar,esse não foi Aprovado;NEGATIVO
SEDA;BR;A câmera do celular trava toda hora que abre! Demora muito para abrir e quando abre, demora para processar a imagem.;NEGATIVO
SEDA;BR;O aparelho trava muito, as informações não são claras, demora pra compensar o pagamento e a loja demora para fazer a entrega. ;NEGATIVO
SEDA;BR;Trava muito horrível;NEGATIVO
SEDA;BR;Já apresentou problemas ,ñ gostei nada, e pra mandar para autorizada é um processo demorado pois tem que fazer envio ;NEGATIVO
SEDA;BR;Muito ruim bateria descarrega muito rápido.\r\nToque na tela muito lento.;NEGATIVO
SEDA;BR;Horrível, n tem nem um mês de uso e desliga sozinho é horrível pra voltar a ligar ;NEGATIVO
SEDA;BR;Celular trava e demora muito para abrir. ;NEGATIVO
SEDA;BR;Celular muito lento, primeiro dia de uso travando tudo! Não recomendo ;NEGATIVO
SEDA;BR;Horrível pois não recebi a nota fiscal do meu celular ?;NEGATIVO
SEDA;BR;Gostei muito, principalmente que chegou muito antes da data marcada..só estou de olho no carregador, está demorando bastante pra carregar;NEGATIVO
SEDA;BR;Pessimo, descarrega rápido, da o tempo todo alta temperatura esquenta muito ,destrava sozinho . Infelizmente muito ruim;NEGATIVO
SEDA;BR;desempenho da bateria, pessimo!;NEGATIVO
SEDA;BR;Superou a expectativa , bem rápido e moderno, e super leve....o contra é a demora pra carregar ;NEGATIVO
SEDA;BR;o celular deu problema o primeiro dia. Ao ligar a tela travava e ficava acendendo e apagando a luz e os ícones sumiam. Super insatisfeita.;NEGATIVO
SEDA;BR;Telefone horrível de péssima qualidade e desempenho,  muita coisa buga e direto aparece problema do aparelho mesmo ! Não recomendo ;NEGATIVO
SEDA;BR;Devido não clareza na descrição o produto. não veio o carregador de baterias. Fiquei muito isatisfeito. Não tem como utiliza-lo. Extremamnete insatisfeito!;NEGATIVO
SEDA;BR;Gorila Glass que nada. Caiu da minha mão ao chão (nem 1 metro) e tricou a tela toda. Vou nem olhar o valor desse display. \r\n\r\nSe forem comprar, cuidado, muito frágil.;NEGATIVO
SEDA;BR;A câmera traseira é horrível, as imagens saem todas desbotadas...Não recomendo!!!;NEGATIVO
SEDA;BR;Câmera frontal deveria ser centralizada, e preço devia ter tido uma oferta, a entrega foi demorada, e não houve cono retirar na loja. ;NEGATIVO
SEDA;BR;Demora mais de 2 h pra carregar a bateria 100%;NEGATIVO
SEDA;BR;Muito demora na hora de aprovar a cobra e de emitir a nota fiscal pra retirar o produto. ;NEGATIVO
SEDA;BR;Despois da demora na entrega, o celular deu problema  nos pixels com três dias de uso aff, agora  vou ter que acionar a existência técnica ;NEGATIVO
SEDA;BR;4g horrível ;NEGATIVO
SEDA;BR;Produto veio com fone quebrado, celular esquenta e para trocar preciso ficar 15 dias sem celular, insatisfeita com produto ;NEGATIVO
SEDA;BR;Demora muito pra carregar! De resto estou satisfeita....;NEGATIVO
SEDA;BR;NÃO GOSTEI. LENTO E SEMPRE TRAVA.;NEGATIVO
SEDA;BR;Chegou com defeito em uma das câmaras,  pedi a troca , me deram opção de recolhimento em meu endereço,  só que a demora está muito grande;NEGATIVO
SEDA;BR;Prazo na entrega insatisfatorio;NEGATIVO
SEDA;BR;A capa original que vem na caixa é muito frágil.  ;NEGATIVO
SEDA;BR;A bateria é horrível...;NEGATIVO
SEDA;BR;Telefone horrível, vive travando e a loja é péssima com o pós venda!!;NEGATIVO
SEDA;BR;O produto conforme o anunciado. Só não gostei da retirada na loja, achei muito demorado pra liberar o aparelho.;NEGATIVO
SEDA;BR;Bateria só dura 2 dias se tiver no modo economia no normal dura 8 já lixo;NEGATIVO
SEDA;BR;Produto com 3 meses de uso, e a bateria está dando problemas, quando descarrega demora pra ligar e as vezes a bateria abaixa em vez de carregar, pessimo, nao compraria novamente ;NEGATIVO
SEDA;BR;Não veio fone nem carregador \r\nNão vale tudo isso memória pouca!\r\nSó ladeira a baixo!!!!!\r\nLoja demora muito pra entregar um transtorno!;NEGATIVO
SEDA;BR;Celular horrível, deu defeito no segunda dia que chegou. Trava muito, desliga sozinho, e a câmera trava e não abre. Não recomendo.;NEGATIVO
SEDA;BR;Estou super arrependido,pois o aparelho é muito lento, a câmera é horrível e demora muito pra carregar.;NEGATIVO
SEDA;BR;Foi embalado muito fragilmente e tenho receio que possa ter danificado os 2 aparelhos ;NEGATIVO
SEDA;BR;Pelo pouco tempo de uso posso somente dizer pelo carregamento da bateria que é demorado,  em torno de 2hs e 30min . Mais os demais atende super bem. ;NEGATIVO
SEDA;BR;Frágil!;NEGATIVO
SEDA;BR;Bateria boa mas demora mais de duas horas pra carregar, o volume não é muito alto.;NEGATIVO
SEDA;BR;Compra muito rápida de excelência, paguei no outro dia já estava liberado. Só não gostei muito do processador e achei que demora muito para carregar.;NEGATIVO
SEDA;BR;Produto com a qualidade Apple, porém , o fato de vir o conector pra carregar me deixou bem insatisfeita;NEGATIVO
SEDA;BR;Horrível pior celular que já comprei trava um monte em menos de 3 meses já vou ter que mandar para assistência ;NEGATIVO
SEDA;BR;Não segura carga ( bateria ) é horrível;NEGATIVO
SEDA;BR;Muito lento, trava tudo.;NEGATIVO
SEDA;BR;Com produto fiquei decepcionado o sistema muito lento;NEGATIVO
SEDA;BR;Acho um pou lento pra atende as necessidades.\r\n;NEGATIVO
SEDA;BR;HORRÍVEL  POUCOS MESES DE USO E NÃO CONSIGO USAR. LENTIDÃO, TRAVAMENTOS, NÃO RECOMENDO. SE PUDESSE EU TROCARIA. NÃO COMPREM ISSO. ;NEGATIVO
SEDA;BR;Horrível,  trava muito e n tem nem 3 dias q chegou . Já formatei e ele continua;NEGATIVO
SEDA;BR;A bateria dura muito um pouco e demora muito pra carregar.;NEGATIVO
SEDA;BR;O modelo achei que comparado ao Android fica a desejar, tbm achei ele muito pesado. E meio lento para processar . ;NEGATIVO
SEDA;BR;Aparelho com a tela quebrada em duas partes alem da demora para entregar ;NEGATIVO
SEDA;BR;Descarrega rápido, demora quase 5 horas para carregar 100% e é lento.\r\nNão recomendo.;NEGATIVO
SEDA;BR;Áudio péssimo... Lento;NEGATIVO
SEDA;BR;Bateria demora  para carregar em relação ao S9 que eu tenho!;NEGATIVO
SEDA;BR;Muito frágil. Minha tela espatifou todinha em uma queda minúscula. Não tem como usar a tela sem película, então pq a Samsung já não envia junto, como fazem outras marcas? Carregador lento.;NEGATIVO
SEDA;BR;O celular é muito fragil. Outro ponto bem negativo é que ele esquenta com muita facilidade e desliga sozinho por conta do aquecimento. Achei um aparelho fragil. ;NEGATIVO
SEDA;BR;Pelo preço, o aparelho deixa a desejar, aplicativos são mais lentos nesse aparelho do que em outros que já tive e a câmera é ruim.;NEGATIVO
SEDA;BR; A demora na entrega foi 8 dias;NEGATIVO
SEDA;BR;Demora da entrega e falta de dados para rastreamento.;NEGATIVO
SEDA;BR;Tudo certo com o produto porém o Frete houve demora,;NEGATIVO
SEDA;BR;Gostei! Bateria dura horrores!!!!;NEGATIVO
SEDA;BR;Tudo o que a gente espera de um Iphone. Mas esse vem sem fone de ouvido e plug de carregar, conforme a campanha da Apple para diminuir lixo eletrônico no planeta. ;NEGATIVO
SEDA;BR;Em poucos dias de uso a bateria descarrega rapidamente, mesmo com a tela apagada descarrega. Bateria lixo nao cumpre com o que fala, a unica coisa boa sao as cameras. Me arrependo de ter comprado;NEGATIVO
SEDA;BR;Contra: a bateria demora muito para carregar ;NEGATIVO
SEDA;BR;Bateria de longa duração mas demora um pouco para carregar. Estou gostando muito do aparelho.;NEGATIVO
SEDA;BR;O aparelho em design é horrível, aparelho muito feio, grande e grosso.  A câmera deixa muito a desejar, bem ruim mesmo, a única qualidade é a bateria que realmente dura bastante.;NEGATIVO
SEDA;BR;Muita demora na entrega. Um dia antes do prazo final, que já era absurdo, recebi um e-mail estendendo mais ainda o prazo de entrega. Se soubesse que demoraria tanto para entregar não teria comprado.\r\nSobre o produto, sem reclamações;NEGATIVO
SEDA;BR;Minha expectativa foi maior que o que o aparelho é! Cheio de propaganda e anúncio ,não vem fone de ouvido e ainda lento;NEGATIVO
SEDA;BR;Celular está demorando muito pra carregar.;NEGATIVO
SEDA;BR;Tela muito frágil, uma simples batida de chave já deixou um pontinho.;NEGATIVO
SEDA;BR;Rota satisfeita com o produto só Boa gostei da demora na entrega. Pois demorou um mês e meio pra chegar. ;NEGATIVO
SEDA;BR;Não presta! Horrível! Problema crônico na tela! Troquei 2 em menos 1 semana! ;NEGATIVO
