ID,text,label,type,input_timestamp
24,"during the initial setup, the spin cycle on this washer is unreliable and fails during use; the experience has remained consistent.",negative,train,2026-08-13T15:30:24Z
25,"during the initial setup, the battery on this mobile device is excellent and works perfectly; the experience has remained consistent.",positive,train,2026-08-13T15:30:24Z
26,"during the initial setup, the battery on this mobile device matches the standard specification; the experience has remained consistent.",neutral,train,2026-08-13T15:30:24Z
27,"during the initial setup, the battery on this mobile device is unreliable and fails during use; the experience has remained consistent.",negative,train,2026-08-13T15:30:24Z
28,"during the initial setup, the screen on this smart tv is excellent and works perfectly; the experience has remained consistent.",positive,train,2026-08-13T15:30:24Z
29,"during the initial setup, the screen on this smart tv matches the standard specification; the experience has remained consistent.",neutral,train,2026-08-13T15:30:24Z
30,"during the initial setup, the screen on this smart tv is unreliable and fails during use; the experience has remained consistent.",negative,train,2026-08-13T15:30:24Z
31,"during the initial setup, the temperature control on this freezer appliance is excellent and works perfectly; the experience has remained consistent.",positive,train,2026-08-13T15:30:24Z
32,"during the initial setup, the temperature control on this freezer appliance matches the standard specification; the experience has remained consistent.",neutral,train,2026-08-13T15:30:24Z
33,"during the initial setup, the temperature control on this freezer appliance is unreliable and fails during use; the experience has remained consistent.",negative,train,2026-08-13T15:30:24Z
34,"during the initial setup, the spin cycle on this laundry machine is excellent and works perfectly; the experience has remained consistent.",positive,train,2026-08-13T15:30:24Z
35,"during the initial setup, the spin cycle on this laundry machine matches the standard specification; the experience has remained consistent.",neutral,train,2026-08-13T15:30:24Z
36,"during the initial setup, the spin cycle on this laundry machine is unreliable and fails during use; the experience has remained consistent.",negative,train,2026-08-13T15:30:24Z
37,"during the initial setup, the battery on this handset is excellent and works perfectly; the experience has remained consistent.",positive,train,2026-08-13T15:30:24Z
38,"during the initial setup, the battery on this handset matches the standard specification; the experience has remained consistent.",neutral,train,2026-08-13T15:30:24Z
39,"during the initial setup, the battery on this handset is unreliable and fails during use; the experience has remained consistent.",negative,train,2026-08-13T15:30:24Z
40,"during the initial setup, the screen on this display is excellent and works perfectly; the experience has remained consistent.",positive,train,2026-08-13T15:30:24Z
41,"during the initial setup, the screen on this display matches the standard specification; the experience has remained consistent.",neutral,train,2026-08-13T15:30:24Z
42,"during the initial setup, the screen on this display is unreliable and fails during use; the experience has remained consistent.",negative,train,2026-08-13T15:30:24Z
43,"during the initial setup, the temperature control on this cooling unit is excellent and works perfectly; the experience has remained consistent.",positive,train,2026-08-13T15:30:24Z
44,"during the initial setup, the temperature control on this cooling unit matches the standard specification; the experience has remained consistent.",neutral,train,2026-08-13T15:30:24Z
45,"during the initial setup, the temperature control on this cooling unit is unreliable and fails during use; the experience has remained consistent.",negative,train,2026-08-13T15:30:24Z
46,"during the initial setup, the spin cycle on this laundry appliance is excellent and works perfectly; the experience has remained consistent.",positive,train,2026-08-13T15:30:24Z
47,"during the initial setup, the spin cycle on this laundry appliance matches the standard specification; the experience has remained consistent.",neutral,train,2026-08-13T15:30:24Z
48,"during the initial setup, the spin cycle on this laundry appliance is unreliable and fails during use; the experience has remained consistent.",negative,train,2026-08-13T15:30:24Z
49,"during the initial setup, the touchscreen on this smartphone is excellent and works perfectly; the experience has remained consistent.",positive,train,2026-08-13T15:30:24Z
50,"during the initial setup, the touchscreen on this smartphone matches the standard specification; the experience has remained consistent.",neutral,train,2026-08-13T15:30:24Z
51,"during the initial setup, the touchscreen on this smartphone is unreliable and fails during use; the experience has remained consistent.",negative,train,2026-08-13T15:30:24Z
52,"during the initial setup, the remote control on this television is excellent and works perfectly; the experience has remained consistent.",positive,train,2026-08-13T15:30:24Z
53,"during the initial setup, the remote control on this television matches the standard specification; the experience has remained consistent.",neutral,train,2026-08-13T15:30:24Z
54,"during the initial setup, the remote control on this television is unreliable and fails during use; the experience has remained consistent.",negative,train,2026-08-13T15:30:24Z
55,"during the initial setup, the freezer compartment on this refrigerator is excellent and works perfectly; the experience has remained consistent.",positive,train,2026-08-13T15:30:24Z
56,"during the initial setup, the freezer compartment on this refrigerator matches the standard specification; the experience has remained consistent.",neutral,train,2026-08-13T15:30:24Z
57,"during the initial setup, the freezer compartment on this refrigerator is unreliable and fails during use; the experience has remained consistent.",negative,train,2026-08-13T15:30:24Z
58,"during the initial setup, the water inlet on this washing machine is excellent and works perfectly; the experience has remained consistent.",positive,train,2026-08-13T15:30:24Z
59,"during the initial setup, the water inlet on this washing machine matches the standard specification; the experience has remained consistent.",neutral,train,2026-08-13T15:30:24Z
60,"during the initial setup, the water inlet on this washing machine is unreliable and fails during use; the experience has remained consistent.",negative,train,2026-08-13T15:30:24Z
61,"during the initial setup, the touchscreen on this phone is excellent and works perfectly; the experience has remained consistent.",positive,train,2026-08-13T15:30:24Z
62,"during the initial setup, the touchscreen on this phone matches the standard specification; the experience has remained consistent.",neutral,train,2026-08-13T15:30:24Z
63,"during the initial setup, the touchscreen on this phone is unreliable and fails during use; the experience has remained consistent.",negative,train,2026-08-13T15:30:24Z
64,"during the initial setup, the remote control on this tv is excellent and works perfectly; the experience has remained consistent.",positive,train,2026-08-13T15:30:24Z
65,"during the initial setup, the remote control on this tv matches the standard specification; the experience has remained consistent.",neutral,train,2026-08-13T15:30:24Z
66,"during the initial setup, the remote control on this tv is unreliable and fails during use; the experience has remained consistent.",negative,train,2026-08-13T15:30:24Z
67,"during the initial setup, the freezer compartment on this fridge is excellent and works perfectly; the experience has remained consistent.",positive,train,2026-08-13T15:30:24Z
68,"during the initial setup, the freezer compartment on this fridge matches the standard specification; the experience has remained consistent.",neutral,train,2026-08-13T15:30:24Z
69,"during the initial setup, the freezer compartment on this fridge is unreliable and fails during use; the experience has remained consistent.",negative,train,2026-08-13T15:30:24Z
70,"during the initial setup, the water inlet on this washer is excellent and works perfectly; the experience has remained consistent.",positive,train,2026-08-13T15:30:24Z
71,"during the initial setup, the water inlet on this washer matches the standard specification; the experience has remained consistent.",neutral,train,2026-08-13T15:30:24Z
72,"during the initial setup, the water inlet on this washer is unreliable and fails during use; the experience has remained consistent.",negative,train,2026-08-13T15:30:24Z
73,"during the initial setup, the touchscreen on this mobile device is excellent and works perfectly; the experience has remained consistent.",positive,train,2026-08-13T15:30:24Z
74,"during the initial setup, the touchscreen on this mobile device matches the standard specification; the experience has remained consistent.",neutral,train,2026-08-13T15:30:24Z
75,"during the initial setup, the touchscreen on this mobile device is unreliable and fails during use; the experience has remained consistent.",negative,train,2026-08-13T15:30:24Z
76,"during the initial setup, the remote control on this smart tv is excellent and works perfectly; the experience has remained consistent.",positive,train,2026-08-13T15:30:24Z
77,"during the initial setup, the remote control on this smart tv matches the standard specification; the experience has remained consistent.",neutral,train,2026-08-13T15:30:24Z
78,"during the initial setup, the remote control on this smart tv is unreliable and fails during use; the experience has remained consistent.",negative,train,2026-08-13T15:30:24Z
79,"during the initial setup, the freezer compartment on this freezer appliance is excellent and works perfectly; the experience has remained consistent.",positive,train,2026-08-13T15:30:24Z
80,"during the initial setup, the freezer compartment on this freezer appliance matches the standard specification; the experience has remained consistent.",neutral,train,2026-08-13T15:30:24Z
81,"during the initial setup, the freezer compartment on this freezer appliance is unreliable and fails during use; the experience has remained consistent.",negative,train,2026-08-13T15:30:24Z
82,"during the initial setup, the water inlet on this laundry machine is excellent and works perfectly; the experience has remained consistent.",positive,train,2026-08-13T15:30:24Z
83,"during the initial setup, the water inlet on this laundry machine matches the standard specification; the experience has remained consistent.",neutral,train,2026-08-13T15:30:24Z
84,"during the initial setup, the water inlet on this laundry machine is unreliable and fails during use; the experience has remained consistent.",negative,train,2026-08-13T15:30:24Z
85,"during the initial setup, the touchscreen on this handset is excellent and works perfectly; the experience has remained consistent.",positive,train,2026-08-13T15:30:24Z
86,"during the initial setup, the touchscreen on this handset matches the standard specification; the experience has remained consistent.",neutral,train,2026-08-13T15:30:24Z
87,"during the initial setup, the touchscreen on this handset is unreliable and fails during use; the experience has remained consistent.",negative,train,2026-08-13T15:30:24Z
88,"during the initial setup, the remote control on this display is excellent and works perfectly; the experience has remained consistent.",positive,train,2026-08-13T15:30:24Z
89,"during the initial setup, the remote control on this display matches the standard specification; the experience has remained consistent.",neutral,train,2026-08-13T15:30:24Z
90,"during the initial setup, the remote control on this display is unreliable and fails during use; the experience has remained consistent.",negative,train,2026-08-13T15:30:24Z
91,"during the initial setup, the freezer compartment on this cooling unit is excellent and works perfectly; the experience has remained consistent.",positive,train,2026-08-13T15:30:24Z
92,"during the initial setup, the freezer compartment on this cooling unit matches the standard specification; the experience has remained consistent.",neutral,train,2026-08-13T15:30:24Z
93,"during the initial setup, the freezer compartment on this cooling unit is unreliable and fails during use; the experience has remained consistent.",negative,train,2026-08-13T15:30:24Z
94,"during the initial setup, the water inlet on this laundry appliance is excellent and works perfectly; the experience has remained consistent.",positive,train,2026-08-13T15:30:24Z
95,"during the initial setup, the water inlet on this laundry appliance matches the standard specification; the experience has remained consistent.",neutral,train,2026-08-13T15:30:24Z
96,"during the initial setup, the water inlet on this laundry appliance is unreliable and fails during use; the experience has remained consistent.",negative,train,2026-08-13T15:30:24Z
97,"during the initial setup, the camera on this smartphone is excellent and works perfectly; the experience has remained consistent.",positive,train,2026-08-13T15:30:24Z
98,"during the initial setup, the camera on this smartphone matches the standard specification; the experience has remained consistent.",neutral,train,2026-08-13T15:30:24Z
99,"during the initial setup, the camera on this smartphone is unreliable and fails during use; the experience has remained consistent.",negative,train,2026-08-13T15:30:24Z
100,"during the initial setup, the hdmi input on this television is excellent and works perfectly; the experience has remained consistent.",positive,train,2026-08-13T15:30:24Z
101,"during the initial setup, the hdmi input on this television matches the standard specification; the experience has remained consistent.",neutral,train,2026-08-13T15:30:24Z
102,"during the initial setup, the hdmi input on this television is unreliable and fails during use; the experience has remained consistent.",negative,train,2026-08-13T15:30:24Z
103,"during the initial setup, the door seal on this refrigerator is excellent and works perfectly; the experience has remained consistent.",positive,train,2026-08-13T15:30:24Z
104,"during the initial setup, the door seal on this refrigerator matches the standard specification; the experience has remained consistent.",neutral,train,2026-08-13T15:30:24Z
105,"during the initial setup, the door seal on this refrigerator is unreliable and fails during use; the experience has remained consistent.",negative,train,2026-08-13T15:30:24Z
106,"during the initial setup, the detergent drawer on this washing machine is excellent and works perfectly; the experience has remained consistent.",positive,train,2026-08-13T15:30:24Z
107,"during the initial setup, the detergent drawer on this washing machine matches the standard specification; the experience has remained consistent.",neutral,train,2026-08-13T15:30:24Z
108,"during the initial setup, the detergent drawer on this washing machine is unreliable and fails during use; the experience has remained consistent.",negative,train,2026-08-13T15:30:24Z
109,"during the initial setup, the camera on this phone is excellent and works perfectly; the experience has remained consistent.",positive,train,2026-08-13T15:30:24Z
110,"during the initial setup, the camera on this phone matches the standard specification; the experience has remained consistent.",neutral,train,2026-08-13T15:30:24Z
111,"during the initial setup, the camera on this phone is unreliable and fails during use; the experience has remained consistent.",negative,train,2026-08-13T15:30:24Z
112,"during the initial setup, the hdmi input on this tv is excellent and works perfectly; the experience has remained consistent.",positive,train,2026-08-13T15:30:24Z
113,"during the initial setup, the hdmi input on this tv matches the standard specification; the experience has remained consistent.",neutral,train,2026-08-13T15:30:24Z
114,"during the initial setup, the hdmi input on this tv is unreliable and fails during use; the experience has remained consistent.",negative,train,2026-08-13T15:30:24Z
115,"during the initial setup, the door seal on this fridge is excellent and works perfectly; the experience has remained consistent.",positive,train,2026-08-13T15:30:24Z
116,"during the initial setup, the door seal on this fridge matches the standard specification; the experience has remained consistent.",neutral,train,2026-08-13T15:30:24Z
117,"during the initial setup, the door seal on this fridge is unreliable and fails during use; the experience has remained consistent.",negative,train,2026-08-13T15:30:24Z
118,"during the initial setup, the detergent drawer on this washer is excellent and works perfectly; the experience has remained consistent.",positive,train,2026-08-13T15:30:24Z
119,"during the initial setup, the detergent drawer on this washer matches the standard specification; the experience has remained consistent.",neutral,train,2026-08-13T15:30:24Z
120,"during the initial setup, the detergent drawer on this washer is unreliable and fails during use; the experience has remained consistent.",negative,train,2026-08-13T15:30:24Z
121,"during the initial setup, the camera on this mobile device is excellent and works perfectly; the experience has remained consistent.",positive,train,2026-08-13T15:30:24Z
122,"during the initial setup, the camera on this mobile device matches the standard specification; the experience has remained consistent.",neutral,train,2026-08-13T15:30:24Z
123,"during the initial setup, the camera on this mobile device is unreliable and fails during use; the experience has remained consistent.",negative,train,2026-08-13T15:30:24Z
124,"during the initial setup, the hdmi input on this smart tv is excellent and works perfectly; the experience has remained consistent.",positive,train,2026-08-13T15:30:24Z
125,"during the initial setup, the hdmi input on this smart tv matches the standard specification; the experience has remained consistent.",neutral,train,2026-08-13T15:30:24Z
126,"during the initial setup, the hdmi input on this smart tv is unreliable and fails during use; the experience has remained consistent.",negative,train,2026-08-13T15:30:24Z
127,"during the initial setup, the door seal on this freezer appliance is excellent and works perfectly; the experience has remained consistent.",positive,train,2026-08-13T15:30:24Z
128,"during the initial setup, the door seal on this freezer appliance matches the standard specification; the experience has remained consistent.",neutral,train,2026-08-13T15:30:24Z
129,"during the initial setup, the door seal on this freezer appliance is unreliable and fails during use; the experience has remained consistent.",negative,train,2026-08-13T15:30:24Z
130,"during the initial setup, the detergent drawer on this laundry machine is excellent and works perfectly; the experience has remained consistent.",positive,train,2026-08-13T15:30:24Z
131,"during the initial setup, the detergent drawer on this laundry machine matches the standard specification; the experience has remained consistent.",neutral,train,2026-08-13T15:30:24Z
132,"during the initial setup, the detergent drawer on this laundry machine is unreliable and fails during use; the experience has remained consistent.",negative,train,2026-08-13T15:30:24Z
133,"during the initial setup, the camera on this handset is excellent and works perfectly; the experience has remained consistent.",positive,train,2026-08-13T15:30:24Z
134,"during the initial setup, the camera on this handset matches the standard specification; the experience has remained consistent.",neutral,train,2026-08-13T15:30:24Z
135,"during the initial setup, the camera on this handset is unreliable and fails during use; the experience has remained consistent.",negative,train,2026-08-13T15:30:24Z
136,"during the initial setup, the hdmi input on this display is excellent and works perfectly; the experience has remained consistent.",positive,train,2026-08-13T15:30:24Z
137,"during the initial setup, the hdmi input on this display matches the standard specification; the experience has remained consistent.",neutral,train,2026-08-13T15:30:24Z
138,"during the initial setup, the hdmi input on this display is unreliable and fails during use; the experience has remained consistent.",negative,train,2026-08-13T15:30:24Z
139,"during the initial setup, the door seal on this cooling unit is excellent and works perfectly; the experience has remained consistent.",positive,train,2026-08-13T15:30:24Z
140,"during the initial setup, the door seal on this cooling unit matches the standard specification; the experience has remained consistent.",neutral,train,2026-08-13T15:30:24Z
141,"during the initial setup, the door seal on this cooling unit is unreliable and fails during use; the experience has remained consistent.",negative,train,2026-08-13T15:30:24Z
142,"during the initial setup, the detergent drawer on this laundry appliance is excellent and works perfectly; the experience has remained consistent.",positive,train,2026-08-13T15:30:24Z
143,"during the initial setup, the detergent drawer on this laundry appliance matches the standard specification; the experience has remained consistent.",neutral,train,2026-08-13T15:30:24Z
144,"during the initial setup, the detergent drawer on this laundry appliance is unreliable and fails during use; the experience has remained consistent.",negative,train,2026-08-13T15:30:24Z
145,"during the initial setup, the mobile signal on this smartphone is excellent and works perfectly; the experience has remained consistent.",positive,train,2026-08-13T15:30:24Z
146,"during the initial setup, the mobile signal on this smartphone matches the standard specification; the experience has remained consistent.",neutral,train,2026-08-13T15:30:24Z
147,"during the initial setup, the mobile signal on this smartphone is unreliable and fails during use; the experience has remained consistent.",negative,train,2026-08-13T15:30:24Z
148,"during the initial setup, the sound output on this television is excellent and works perfectly; the experience has remained consistent.",positive,train,2026-08-13T15:30:24Z
149,"during the initial setup, the sound output on this television matches the standard specification; the experience has remained consistent.",neutral,train,2026-08-13T15:30:24Z
150,"during the initial setup, the sound output on this television is unreliable and fails during use; the experience has remained consistent.",negative,train,2026-08-13T15:30:24Z
151,"during the initial setup, the ice maker on this refrigerator is excellent and works perfectly; the experience has remained consistent.",positive,train,2026-08-13T15:30:24Z
152,"during the initial setup, the ice maker on this refrigerator matches the standard specification; the experience has remained consistent.",neutral,train,2026-08-13T15:30:24Z
153,"during the initial setup, the ice maker on this refrigerator is unreliable and fails during use; the experience has remained consistent.",negative,train,2026-08-13T15:30:24Z
154,"during the initial setup, the drain pump on this washing machine is excellent and works perfectly; the experience has remained consistent.",positive,train,2026-08-13T15:30:24Z
155,"during the initial setup, the drain pump on this washing machine matches the standard specification; the experience has remained consistent.",neutral,train,2026-08-13T15:30:24Z
156,"during the initial setup, the drain pump on this washing machine is unreliable and fails during use; the experience has remained consistent.",negative,train,2026-08-13T15:30:24Z
157,"during the initial setup, the mobile signal on this phone is excellent and works perfectly; the experience has remained consistent.",positive,train,2026-08-13T15:30:24Z
158,"during the initial setup, the mobile signal on this phone matches the standard specification; the experience has remained consistent.",neutral,train,2026-08-13T15:30:24Z
159,"during the initial setup, the mobile signal on this phone is unreliable and fails during use; the experience has remained consistent.",negative,train,2026-08-13T15:30:24Z
160,"during the initial setup, the sound output on this tv is excellent and works perfectly; the experience has remained consistent.",positive,train,2026-08-13T15:30:24Z
161,"during the initial setup, the sound output on this tv matches the standard specification; the experience has remained consistent.",neutral,train,2026-08-13T15:30:24Z
162,"during the initial setup, the sound output on this tv is unreliable and fails during use; the experience has remained consistent.",negative,train,2026-08-13T15:30:24Z
163,"during the initial setup, the ice maker on this fridge is excellent and works perfectly; the experience has remained consistent.",positive,train,2026-08-13T15:30:24Z
164,"during the initial setup, the ice maker on this fridge matches the standard specification; the experience has remained consistent.",neutral,train,2026-08-13T15:30:24Z
165,"during the initial setup, the ice maker on this fridge is unreliable and fails during use; the experience has remained consistent.",negative,train,2026-08-13T15:30:24Z
166,"during the initial setup, the drain pump on this washer is excellent and works perfectly; the experience has remained consistent.",positive,train,2026-08-13T15:30:24Z
167,"during the initial setup, the drain pump on this washer matches the standard specification; the experience has remained consistent.",neutral,train,2026-08-13T15:30:24Z
168,"during the initial setup, the drain pump on this washer is unreliable and fails during use; the experience has remained consistent.",negative,train,2026-08-13T15:30:24Z
169,"during the initial setup, the mobile signal on this mobile device is excellent and works perfectly; the experience has remained consistent.",positive,train,2026-08-13T15:30:24Z
170,"during the initial setup, the mobile signal on this mobile device matches the standard specification; the experience has remained consistent.",neutral,train,2026-08-13T15:30:24Z
171,"during the initial setup, the mobile signal on this mobile device is unreliable and fails during use; the experience has remained consistent.",negative,train,2026-08-13T15:30:24Z
172,"during the initial setup, the sound output on this smart tv is excellent and works perfectly; the experience has remained consistent.",positive,train,2026-08-13T15:30:24Z
173,"during the initial setup, the sound output on this smart tv matches the standard specification; the experience has remained consistent.",neutral,train,2026-08-13T15:30:24Z
174,"during the initial setup, the sound output on this smart tv is unreliable and fails during use; the experience has remained consistent.",negative,train,2026-08-13T15:30:24Z
175,"during the initial setup, the ice maker on this freezer appliance is excellent and works perfectly; the experience has remained consistent.",positive,train,2026-08-13T15:30:24Z
176,"during the initial setup, the ice maker on this freezer appliance matches the standard specification; the experience has remained consistent.",neutral,train,2026-08-13T15:30:24Z
177,"during the initial setup, the ice maker on this freezer appliance is unreliable and fails during use; the experience has remained consistent.",negative,train,2026-08-13T15:30:24Z
178,"during the initial setup, the drain pump on this laundry machine is excellent and works perfectly; the experience has remained consistent.",positive,train,2026-08-13T15:30:24Z
179,"during the initial setup, the drain pump on this laundry machine matches the standard specification; the experience has remained consistent.",neutral,train,2026-08-13T15:30:24Z
180,"during the initial setup, the drain pump on this laundry machine is unreliable and fails during use; the experience has remained consistent.",negative,train,2026-08-13T15:30:24Z
181,"during the initial setup, the mobile signal on this handset is excellent and works perfectly; the experience has remained consistent.",positive,train,2026-08-13T15:30:24Z
182,"during the initial setup, the mobile signal on this handset matches the standard specification; the experience has remained consistent.",neutral,train,2026-08-13T15:30:24Z
183,"during the initial setup, the mobile signal on this handset is unreliable and fails during use; the experience has remained consistent.",negative,train,2026-08-13T15:30:24Z
184,"during the initial setup, the sound output on this display is excellent and works perfectly; the experience has remained consistent.",positive,train,2026-08-13T15:30:24Z
185,"during the initial setup, the sound output on this display matches the standard specification; the experience has remained consistent.",neutral,train,2026-08-13T15:30:24Z
186,"during the initial setup, the sound output on this display is unreliable and fails during use; the experience has remained consistent.",negative,train,2026-08-13T15:30:24Z
187,"during the initial setup, the ice maker on this cooling unit is excellent and works perfectly; the experience has remained consistent.",positive,train,2026-08-13T15:30:24Z
188,"during the initial setup, the ice maker on this cooling unit matches the standard specification; the experience has remained consistent.",neutral,train,2026-08-13T15:30:24Z
189,"during the initial setup, the ice maker on this cooling unit is unreliable and fails during use; the experience has remained consistent.",negative,train,2026-08-13T15:30:24Z
190,"during the initial setup, the drain pump on this laundry appliance is excellent and works perfectly; the experience has remained consistent.",positive,train,2026-08-13T15:30:24Z
191,"during the initial setup, the drain pump on this laundry appliance matches the standard specification; the experience has remained consistent.",neutral,train,2026-08-13T15:30:24Z
192,"during the initial setup, the drain pump on this laundry appliance is unreliable and fails during use; the experience has remained consistent.",negative,train,2026-08-13T15:30:24Z
193,"during the initial setup, the charging port on this smartphone is excellent and works perfectly; the experience has remained consistent.",positive,train,2026-08-13T15:30:24Z
194,"during the initial setup, the charging port on this smartphone matches the standard specification; the experience has remained consistent.",neutral,train,2026-08-13T15:30:24Z
195,"during the initial setup, the charging port on this smartphone is unreliable and fails during use; the experience has remained consistent.",negative,train,2026-08-13T15:30:24Z
196,"during the initial setup, the streaming menu on this television is excellent and works perfectly; the experience has remained consistent.",positive,train,2026-08-13T15:30:24Z
197,"during the initial setup, the streaming menu on this television matches the standard specification; the experience has remained consistent.",neutral,train,2026-08-13T15:30:24Z
198,"during the initial setup, the streaming menu on this television is unreliable and fails during use; the experience has remained consistent.",negative,train,2026-08-13T15:30:24Z
199,"during the initial setup, the cooling fan on this refrigerator is excellent and works perfectly; the experience has remained consistent.",positive,train,2026-08-13T15:30:24Z
200,"during the initial setup, the cooling fan on this refrigerator matches the standard specification; the experience has remained consistent.",neutral,train,2026-08-13T15:30:24Z
201,"during the initial setup, the cooling fan on this refrigerator is unreliable and fails during use; the experience has remained consistent.",negative,train,2026-08-13T15:30:24Z
202,"during the initial setup, the control panel on this washing machine is excellent and works perfectly; the experience has remained consistent.",positive,train,2026-08-13T15:30:24Z
203,"during the initial setup, the control panel on this washing machine matches the standard specification; the experience has remained consistent.",neutral,train,2026-08-13T15:30:24Z
204,"during the initial setup, the control panel on this washing machine is unreliable and fails during use; the experience has remained consistent.",negative,train,2026-08-13T15:30:24Z
205,"during the initial setup, the charging port on this phone is excellent and works perfectly; the experience has remained consistent.",positive,train,2026-08-13T15:30:24Z
206,"during the initial setup, the charging port on this phone matches the standard specification; the experience has remained consistent.",neutral,train,2026-08-13T15:30:24Z
207,"during the initial setup, the charging port on this phone is unreliable and fails during use; the experience has remained consistent.",negative,train,2026-08-13T15:30:24Z
208,"during the initial setup, the streaming menu on this tv is excellent and works perfectly; the experience has remained consistent.",positive,train,2026-08-13T15:30:24Z
209,"during the initial setup, the streaming menu on this tv matches the standard specification; the experience has remained consistent.",neutral,train,2026-08-13T15:30:24Z
210,"during the initial setup, the streaming menu on this tv is unreliable and fails during use; the experience has remained consistent.",negative,train,2026-08-13T15:30:24Z
211,"during the initial setup, the cooling fan on this fridge is excellent and works perfectly; the experience has remained consistent.",positive,train,2026-08-13T15:30:24Z
212,"during the initial setup, the cooling fan on this fridge matches the standard specification; the experience has remained consistent.",neutral,train,2026-08-13T15:30:24Z
213,"during the initial setup, the cooling fan on this fridge is unreliable and fails during use; the experience has remained consistent.",negative,train,2026-08-13T15:30:24Z
214,"during the initial setup, the control panel on this washer is excellent and works perfectly; the experience has remained consistent.",positive,train,2026-08-13T15:30:24Z
215,"during the initial setup, the control panel on this washer matches the standard specification; the experience has remained consistent.",neutral,train,2026-08-13T15:30:24Z
216,"during the initial setup, the control panel on this washer is unreliable and fails during use; the experience has remained consistent.",negative,train,2026-08-13T15:30:24Z
217,"during the initial setup, the charging port on this mobile device is excellent and works perfectly; the experience has remained consistent.",positive,train,2026-08-13T15:30:24Z
218,"during the initial setup, the charging port on this mobile device matches the standard specification; the experience has remained consistent.",neutral,train,2026-08-13T15:30:24Z
219,"during the initial setup, the charging port on this mobile device is unreliable and fails during use; the experience has remained consistent.",negative,train,2026-08-13T15:30:24Z
220,"during the initial setup, the streaming menu on this smart tv is excellent and works perfectly; the experience has remained consistent.",positive,train,2026-08-13T15:30:24Z
221,"during the initial setup, the streaming menu on this smart tv matches the standard specification; the experience has remained consistent.",neutral,train,2026-08-13T15:30:24Z
222,"during the initial setup, the streaming menu on this smart tv is unreliable and fails during use; the experience has remained consistent.",negative,train,2026-08-13T15:30:24Z
223,"during the initial setup, the cooling fan on this freezer appliance is excellent and works perfectly; the experience has remained consistent.",positive,train,2026-08-13T15:30:24Z
224,"during the initial setup, the cooling fan on this freezer appliance matches the standard specification; the experience has remained consistent.",neutral,train,2026-08-13T15:30:24Z
225,"during the initial setup, the cooling fan on this freezer appliance is unreliable and fails during use; the experience has remained consistent.",negative,train,2026-08-13T15:30:24Z
226,"during the initial setup, the control panel on this laundry machine is excellent and works perfectly; the experience has remained consistent.",positive,train,2026-08-13T15:30:24Z
