;AP2;COUNTRY;COMMENT_TEXT;SENTIMENT
18;SEM;MX;Realmente recomiendo el producto y el vendedor, se hicieron cargo de todo y me llegó en el tiempo estimado,fue un regalo el cel y le encantó, es muy rápido y la batería estupenda Me contacte con el vendedor y fue muy amable me contestaron súper rápido a pesar de estar en china sin duda volvería a comprar con ellos. Ya que cobraron impuestos y ellos se hicieron cargo de todo. Excelente trato.;NEUTRO
19;SEM;MX;Excelente servicio, es el celular que indica en la página y el tiempo de entrega es el mismo que estima. Además, lograron llegar a mi hogar, que se encuentra en una zona boscosa y remota, lo cual es una gran garantía para la entrega del producto 10/10.;NEUTRO
20;SEM;MX;Calidad-precio garantizada. Esos 6,000 mAh rinden casi 2 días con un uso intensivo en el día. Las cámaras de 48 mp y modo nocturno de gran calidad. La normal tiene sus deficiencias pero aún así muestra cierta calidad.;NEUTRO
21;SEM;MX;Después de un tiempo de uso aproximadamente 4 o 5 meses, y después de una actualización este empezó a fallar, ya que al reiniciarlo o al prenderlo , este ya no prendía hasta forzar el encendido, esto me sucedió en 2 ovaciones, hasta que lo quise reiniciar y ya no volvió a encender, a lo que investigue esto se debe a un problema de software esto provoca que el vehículo tarde en encender o difinitivamente ya no encienda como fue mi caso.;NEUTRO
22;SEM;MX;excelente producto, como nuevo y en tiempo;NEUTRO
23;SEM;MX;El equipo esta como nuevo, en excelente estado, la bateria al 85% pero es de esperarse por un iPhone de hace 2 generaciones, el cargador y el cable son genericos, pero tengo originales en casa asi que no fue problema. Muy recomendado el vendedor, llegó a tiempo y todo funcionando al 100%.;NEUTRO
24;SEM;MX;Llegó a tiempo, y después de unas semanas de uso no ah fallado el dispositivo;NEUTRO
25;SEM;MX;Muy buen precio Llegó a tiempo Muy buen servicio;NEUTRO
26;SEM;MX;Llego a tiempo y con lo descrito por el proveedor.;NEUTRO
27;SEM;MX;Tiempo de entrega muy rápido, excelente producto, rapidez en la compra, todo excelente, compren En Amazon.;NEUTRO
28;SEM;MX;Calidad precio, tiempo de entrega.;NEUTRO
29;SEM;MX;Es un buen producto llegó antes de tiempo y en buen estado;NEUTRO
30;SEM;MX;Desde el principio de la compra todo fue claro de echo llego antes del tiempo estimado, buena calidad del producto;NEUTRO
31;SEM;MX;Muy buen producto llegó a tiempo y todo en perfectas condiciones y nuevo.;NEUTRO
32;SEM;MX;Llegó en perfectas condiciones y en el tiempo establecido.;NEUTRO
33;SEM;MX;Llegó en muy buenas condiciones , estoy satisfecho por el tiempo de envío;NEUTRO
34;SEM;MX;Llego en tiempo. Y esta excelente funcionan a la perfección y buen precio;NEUTRO
35;SEM;MX;Llegó sin contratiempos, y el equipo funciona sin temas. Gran compra!;NEUTRO
36;SEM;MX;Llego en tiempo y forma, en perfectas condiciones, su funcionamiento es estable, es fluido, la pantalla tiene una gran definición, su cámara trasera es de gran calidad toma fotos y videos de gran calidad, y la cámara frontal de muy buena definición, sin duda recomendable.;NEUTRO
37;SEM;MX;En mi experiencia de comprador es un producto confiable a muy buen precio sólo que no trae el cargador que se usa en Mexico normalmente por todo lo demás tiene mi 10;NEUTRO
38;SEM;MX;Me encanto solo se calienta demaciado al jugar por periodos largos de tiempo;NEUTRO
39;SEM;MX;Llegó en el tiempo estimado, ningún problema con el telefono, cumple lo que promete;NEUTRO
40;SEM;MX;El celular llegó a tiempo, nuevo y con la caja sellada. Funciona perfectamente.;NEUTRO
41;SEM;MX;Excelente, justa relación calidad precio;NEUTRO
42;SEM;MX;Muy buena compra llegó antes de tiempo precio y Calidad del producto nada más les faltó foto de la entrada de cargador para que no estén preguntando que tipo de entrada trae y trae adaptador de corriente;NEUTRO
43;SEM;MX;Your browser does not support HTML5 video. Es el primer teléfono que pido por éste medio, la entrega se retraso un día y hoy 6 de julio del 2021 llegó y para mí sorpresa sólo venían los accesorios SIN EL TELÉFONO, pérdida de tiempo ahora estoy en proceso de devolución para que me hagan mi reembolso.;NEUTRO
44;SEM;MX;Buena relación calidad-precio del aparato, me pondría muy exigente si este producto incluyera audífonos. Me llegó antes de tiempo y en perfectas condiciones. Trae enchufe chino pero cuenta con adaptador incluido.;NEUTRO
45;SEM;MX;Muy buen producto ! Calidad y precio Llegó antes del tiempo estimado;NEUTRO
46;SEM;MX;Muy buen celular, llego antes de tiempo y sobre todo lo conseguí a buen precio;NEUTRO
47;SEM;MX;llego en tiempo y forma, funcionando al cien;NEUTRO
48;SEM;MX;"Este teléfono es para mi madre, se lo recomendé por que me gusta la marca y la verdad no me decepcionó. Ella no le dará un uso exigente, así que le sobra usandolo para cosas básicas. Aun no lleva usándolo mucho tiempo pero todo se ve en orden. Ningún fallo hasta el momento y el paquete venía correctamente sellado ;)";NEUTRO
49;SEM;MX;Excelente! Tenía miedo que no llegara lo que había pedido pero llegó a tiempo. El cel muy rápido y está excelente!;NEUTRO
50;SEM;MX;Exelente equipo y la entrega en tiempo;NEUTRO
51;SEM;MX;Este celular lo compré para mi hija, y después de un tiempo de usarlo, he visto que está muy contenta con él, no se queja porque se ralentice el dispositivo, me estoy animando a comprar una para mí y utilizarlo como celular principal. De la entrega y su tiempo en realidad no hay mucho que decir salvo que fue entregado en tiempo y forma como amazon nos tiene acostumbrados.;NEUTRO
52;SEM;MX;Llego a tiempo, pero con el cargador europeo. Veo que otros lo recibieron con cargador americano o al menos un adaptador, pero no fue mi caso.;NEUTRO
53;SEM;MX;Llego en tiempo y forma... la verdad es que es un Buen celular Relacion Calidad-Precio Muy buena Compra 👌;NEUTRO
54;SEM;MX;Esta muy bueno y es justo lo que las características dice pero el cargador no trae adaptador para corriente normal trae dos plugs;NEUTRO
55;SEM;MX;Llego antes del tiempo, excelentes condiciones;NEUTRO
56;SEM;MX;Todo en tiempo y forma! Excelente celular, quede fascinado! Buena cámara, buena pantalla, excelente memoria, diseño de celular impecable. Quizá el único “problema” es que es algo grande, por suerte tengo manos grandes;NEUTRO
57;SEM;MX;La batería me dura bastante tiempo, depende de cuánto uses el celular. Muy buen producto, viene completo y se entregó con cuidado. Hasta ahorita no he tenido problemas. Tiene buen sonido.;NEUTRO
58;SEM;MX;El teléfono es bueno. Llevo tres meses con él, me llegó todo, su funda, su cargador y adaptador americano. La calidad del sonido de su bocina es medio mala, se escucha más fuerte que un celular normal pero la fidelidad no es buena. De un mes hasta la fecha (26 mayo 2021), falla mucho cuando quiero abrir mis aplicaciones, la que sea. Simplemente deja de funcionar o el teléfono se va a negros. Tengo que reiniciarlo y es complicado cuando lo utilizas para algo importante. ¿A alguien más le sucede esto? La batería es impresionante. Cuando no lo uso como normalmente lo hago, ¡me dura más de 48 horas! Cuando lo uso normalmente, alrededor de 30 hrs.;NEUTRO
59;SEM;MX;Todo ok hasta ahora;NEUTRO
60;SEM;MX;Tiene mucha capacidad, la pila dura bastante tiempo por el precio para mi es un excelente teléfono lo recomiendo;NEUTRO
61;SEM;MX;Me encanto lo unico malo se calienta despues de un tiempo;NEUTRO
62;SEM;MX;Se entrega en tiempo y forma, solo que a mí no me llegó el adaptador del cargador europeo;NEUTRO
63;SECH;CL;Buen producto, en cuando a la potencia del hardware estoy satisfecho, en juegos como pubg movile, pokemon go, pokemon unite, puedo jugar a todos sin problemas en los máximos gráficos permitidos. Y en general un gran dispositivo, recomendado.;NEUTRO
64;SECH;CL;Buena bateria, carga relativamente rapido,no se pega y la cámara de 48mp salva. Precio calidad ok.;NEUTRO
65;SECH;CL;El teléfono en sí es de bna calidad, la cámara excelente, pero pésima la appstore q trae no deja instalar las app q necesito sólo las sugeridas, tuve q mirar en youtube para descargar una app y así descargar facebook, mercado libre, el bco etc, horrible deberían avisar q ya no tienen playstore.;NEUTRO
66;SECH;CL;El equipo es extraordinario en relacion precio-calidad. Lo malo es que viene sin google y sus programas en el sistema operativo. No tiene play store por lo tanto es complejo instalarle varios programas que son de esa plataforma (whatsapp, instagram, facebook, gmail, drive, etc).;NEUTRO
67;SECH;CL;La cámara es buenísima, cumple con las expectativas lo único que encontré esque la batería no dura tanto como se dice pero todo lo demás ok.;NEUTRO
68;SECH;CL;Bueno. No es hiper rápido. La cámara prometía pero no noto la diferencia con otras con menos resolución. Pero para el precio, está ok.;NEUTRO
69;SECH;CL;Todo ok, recomendado. Feliz con mi compra. Más de 1 año Denunciar;NEUTRO
70;SAMCOL;CO;Todo ok. Hace 8 meses Denunciar;NEUTRO
71;SELA;VE;Excelente procesador, muy amigable el os, pantalla muy nítida, la batería dura lo suficiente, se carga rápido a pesar de que el cargador es normal. Y el precio es muy bueno. Más de 1 año Denunciar;NEUTRO
72;SELA;VE;Excelente produto , todo ok. Lleno las espectativas. Más de 1 año Denunciar;NEUTRO
73;SELA;VE;Muy buenos equipos recomiendo a toda la comunidad, calidad y precio, se ajusta a nuestra necesidad, xiaomi lo maximo. Más de 1 año Denunciar;NEUTRO
74;SELA;VE;Buen teléfono se ajusta a mis necesidades. Más de 1 año Denunciar;NEUTRO
75;SELA;VE;Estaba esperando tener tiempo con el equipo para opinar sobre él. Hasta los momentos trabaja perfectamente. Todos sus componentes y demás. 2 meses de uso. Más de 1 año Denunciar;NEUTRO
76;SELA;EC;Bueno dentro de lo normal comparado con otros de mayor valor. Y mismas especificaciones. Más de 1 año Denunciar;NEUTRO
77;SELA;VE;El cliente me quedo debeiendo presumo que me robo ok. Más de 1 año Denunciar;NEUTRO
78;SELA;EC;Todo normal y correcto, sin novedades. Más de 1 año Denunciar;NEUTRO
79;SELA;EC;Recomendable y confiable. Recibí el producto todo ok. Más de 1 año Denunciar;NEUTRO
80;SELA;VE;Muy bueno el teléfono la batería le dura bastante tiempo es un buen teléfono lo recomiendo me gusta mucho el teléfono genial. Más de 1 año Denunciar;NEUTRO
81;SELA;EC;Excelente producto, cumple con mis espectativas, bateria dura full, se ajusta a mis necesidades. Hace 11 meses Denunciar;NEUTRO
82;SELA;EC;Excelente producto, cumple con mis espectativas, bateria dura full, se ajusta a mis necesidades. Hace 10 meses Denunciar;NEUTRO
83;SELA;VE;Es un buen equipo, cumple con la expectativas esperadas, es rápido en internet y descarga todo de forma muy rápida, la cámara es buena y la pila aguanta un día normal de trabajo. Más de 2 años Denunciar;NEUTRO
84;SELA;VE;Producto versatil, es comodo, la pantalla nitida, el material resistente y ergonomico al mismo tiempo adeemas es manejable y amigable en el contenido interno, en resumen es un producto de calidad. Hace 7 meses Denunciar;NEUTRO
85;SELA;VE;Este equipo no reune las condiciones para los tiempos actuales. Hace un mes Denunciar;NEUTRO
86;SELA;VE;Excelente! rápido, con buenas cámaras y un precio ajustado. Hace un mes Denunciar;NEUTRO
87;SELA;VE;Se ajusta a lo que necesitaba,. Hace 7 meses Denunciar;NEUTRO
88;SELA;VE;Producto versatil, es comodo, la pantalla nitida, el material resistente y ergonomico al mismo tiempo adeemas es manejable y amigable en el contenido interno, en resumen es un producto de calidad. Hace 8 meses Denunciar;NEUTRO
89;SELA;EC;Buen producto buen precio, lo retiré en oficinas todo ok. Hace 5 meses Denunciar;NEUTRO
90;SELA;VE;Este equipo no reune las condiciones para los tiempos actuales. Hace 2 meses Denunciar;NEUTRO
91;SELA;VE;Justamente lo que buscaba, memoria y funcionabilidad. Hace 4 meses Denunciar;NEUTRO
92;SELA;VE;Excelente! rápido, con buenas cámaras y un precio ajustado. Hace 2 meses Denunciar;NEUTRO
93;SELA;VE;Excdelente equipo nokia 105 accesible y tiene sus funciones excelectes basicas lo normar para hacer un equipo basico y sensillo conn todo yn eso tiene whasaapp. Más de 3 años Denunciar;NEUTRO
94;SEM;MX;Fácil instalación, llegó en el tiempo indicado. Es muy silenciosa, puedes pausar en cualquier momento cualquier ciclo. Cuenta con funciones programadas y manuales de acuerdo a tus necesidades.;NEUTRO
95;SEM;MX;Es lo que esperaba, es magnífica, lava todo por mi, mi día es más fácil y con tiempo para disfrutarme.;NEUTRO
96;SEM;MX;El producto llegó en tiempo y forma, estoy muy satisfecha.;NEUTRO
97;SEM;MX;Súper feliz. No duden en comprarlo. Después de que me llegó marcamos a samsung y al otro día un técnico de ellos nos lo fue a instalar gratis y todo. Samsung excelente marca y liverpool cumplió en los tiempos de la entrega perfectamente también.;NEUTRO
98;SEM;MX;La entrega por parte de LIVERPOOL en tiempo y forma. Se llevaron toda la basura del embalaje. El refrigerador muy amplio y cómodo. Silencioso y, según entiendo, consume mucho menos electricidad. Creo que fue una muy buena compra.;NEUTRO
99;SEM;MX;"Muy recomendable llego en el tiempo que prometieron, es muy practica y silenciosa, fácil instalación y elegante diseño
Excelente producto";NEUTRO
100;SEM;MX;"Hace ruido al trabajar. Y al terminar no te deja abrir la puerta hasta que la apagas manualmente , no se apaga inmediatamente al terminar .
Por el valor de la lavasecadora , muy cara para que haga ruido todo el tiempo.";NEUTRO
101;SEM;MX;Está bonito y llegó en tiempo. Apenas lo voy a usar y yo crr;NEUTRO
102;SEM;MX;Muuuuy bonita, digital totalmente, elijes el tipo de lavado, de carga, el tiempo que quieres que lave y seque, así como la cantidad de lavadas que le dé a la ropa. Conectar las mangueras para agua fría y caliente. Está muy sencilla de usar y como se elijen las repeticiones de lavado (1 hasta 5 el puro ciclo se lavado) la ropa queda oliendo muy rico.;NEUTRO
103;SEM;MX;Excelente comprá, llegó en tiempo, funcionamiento excelente muy buen espacio.;NEUTRO
104;SEM;MX;Hola acabo de comprar este refrigerador el 21 de octubre hoy lo acabo de conectar, es la primera vez pero está muy caliente de los costados es normal eso?;NEUTRO
105;SEM;MX;"Es una lavasecadora con muchas ventajas tecnológicas, como programar los tiempos para que finalicen los ciclos, es decir, ¡tú te vas a dormir y cuando despiertas la máquina ya terminó!
También cuenta con enorme variedad de ciclos de lavado, los cuales si quieres puedes modificar si aún esta variedad no te convence.";NEUTRO
106;SEM;MX;Es un buen refrigerador, con la app te informa cuanto gasta de energia, cuales alimentos son los que estan por caducar, ademas de que con la actualizacion ya cuenta con accesos directos de facebook y youtube.;NEUTRO
107;SEM;MX;La ventaja de esta lavasecadora es que puedes programar los ciclos a una hora determinada, por ejemplo, que termine cuando llegas de trabajar. Puedes darle seguimiento a través de SmartThings de Samsung en todo momento.Los ciclos son largos pero todo es configurable, puedes lavar primero y al final secar para ahorrar tiempo.;NEUTRO
108;SEM;MX;Llego en tiempo menor al esperado y funciona acorde a lo esperado, muy recomendable;NEUTRO
109;SEM;MX;El refrigerador está muy bonito, excelente para familia de 5, ahorra energía y espacio. A mi esposo le encantó porque tiene alarma cuando mis hijos tienen abierto por mucho tiempo el refri. 👍🏻;NEUTRO
110;SEM;MX;TODO ESTÁ OK ..... RECOMENDADO AMPLIAMENTE;NEUTRO
111;SEM;MX;Me encantó, es grande, bonito y llegó a tiempo y en excelentes condiciones.;NEUTRO
112;SEM;MX;"EXCELENTE CUMPLE LAS EXPECTATIVAS AL 100% LO RECOMIENDO
EL PRODUCTO LLEGO EN EL TIEMPO ACORDADO";NEUTRO
113;SEM;MX;Entrega a tiempo;NEUTRO
114;SEM;MX;Tiene mucha capacidad,me gusta, el tiempo de entrega fue el que me dijeron desde un principio.;NEUTRO
115;SEM;MX;El cargador es de los normales o nesesito un adaptador ??;NEUTRO
116;SEM;MX;El diseño es bueno, la calidad de la cámara es muy buena, pero tiene sus detalles en la batería, en uso normal del teléfono siento que la batería de baja más rápido de lo normal, en condiciones de espera si tiene buena duración;NEUTRO
117;SEM;MX;"Un equipo moderno a buen precio.
Excelente cámara y duración de batería para uso normal.";NEUTRO
118;SEM;MX;Muy buen equipo, en relación costo beneficio, es un teléfono elegante, de pantalla grande, un color muy bonito y buen volumen, lo compré el día 2 de mayo para regalárselo a mí mamá el día de las madres, pero el pedido no me llegó a tiempo, tardo 10 días en llegar, por lo tanto su regalo se lo dí pasada la fecha, a pesar de todo a ell Leer más;NEUTRO
119;SEM;MX;"Cumple las expectativas. La pila si dura más de lo normalmente dura en otros celulares. El diseño es muy bonito.
Apenas lo estoy usando pero me parece muy bueno.";NEUTRO
120;SEM;MX;El envío fue súper rápido, el equipo venia en óptimas condiciones y el seguimiento de entrega súper acertado, casi en tiempo real.;NEUTRO
121;SEM;MX;A tiempo y muy buen estado;NEUTRO
122;SEM;MX;Como un mes? En serio liverpool? Ya no estamos en el 2000 para que te tardes un mes en entregar. Si estoy comprando un producto es por que quiero disfrutarlo ahora mismo no en un mes, que ridículos tiempos manejan, cancelaré mi compra, es por eso que están siendo desplazados por otras tiendas, por ineficientes. Una mes jajajaja;NEUTRO
123;SEM;MX;El tamaño excelente, buena definición, entrega en tiempo especificado y en buenas condiciones, buen sonido, todo ok;NEUTRO
124;SEM;MX;El tiempo de recepcion fue el indicado y el refrigerador funciona a la perfeccion justo lo que esperaba.;NEUTRO
125;SEM;MX;La primera vez me salió mal, el sonido cartoneaba en una bocina, la regresé y me dieron otra la cual ya no tenía problema alguno. Estoy contento con su sonido y calidad de pantalla. Solo que como es Android espero no se trabe en algún tiempo.;NEUTRO
126;SEM;MX;"tiene un buen tamaño y diseño. Es amplio por dentro.
El único inconveniente es que hace un ruido como si estuviera fluyendo agua. Es perceptible y algo molesto.
El manual menciona que es el flujo del refrigerante, pero que es algo normal.";NEUTRO
127;SEM;MX;Funcio al, muy bueno, sinnduda minsig tel será huawei. Entrega a tiempo por parte de liverpool sin ningun problema.;NEUTRO
128;SELA;VE;Easy to use, beautiful to look at and with all the speed and storage needed. Too much samsung bloatware. Hace 6 días Denunciar;NEUTRO
129;SELA;VE;Justamente lo que buscaba, memoria y funcionabilidad. Hace 3 meses Denunciar;NEUTRO
130;SELA;VE;El que me vendieron es una imitación china del nokia original nada que ver con el que aparece en la foto. Es de mala calidad. Más de 4 años Denunciar;NEUTRO
131;SELA;VE;Nokia es nokia!. Más de 4 años Denunciar;NEUTRO
132;SELA;VE;Easy to use, beautiful to look at and with all the speed and storage needed. Too much samsung bloatware. Hace 21 días Denunciar;NEUTRO
133;SELA;VE;Easy to use, beautiful to look at and with all the speed and storage needed. Too much samsung bloatware. Hace 5 días Denunciar;NEUTRO
134;SELA;VE;Easy to use, beautiful to look at and with all the speed and storage needed. Too much samsung bloatware. Hace 7 días Denunciar;NEUTRO
135;SELA;VE;Easy to use, beautiful to look at and with all the speed and storage needed. Too much samsung bloatware. Hace 8 días Denunciar;NEUTRO
136;SELA;VE;Easy to use, beautiful to look at and with all the speed and storage needed. Too much samsung bloatware. Hace 14 días Denunciar;NEUTRO
137;SECH;CL;Buen equipo y buena experiencia de compra. 100% ok.;NEUTRO
138;SECH;CL;Tal cual la descripción. Todo ok.;NEUTRO
139;SECH;CL;Exelente telefono solo la bateria dura normal. Podria durar mas pero conforme con la compra.;NEUTRO
140;SECH;CL;Es un teléfono muy bueno, pero estoy de acuerdo con los comentarios anteriores que el tema de la batería es el único punto en contra. Se va muy rápido con un uso normal (no excesivo). No llega al fin del día.;NEUTRO
141;SECH;CL;Producto original, excelente calidad. Aunque algunas veces se queda pegado o pierde señal y se debe reiniciar para que regrese al normal funcionamiento. Más de 2 años Denunciar;NEUTRO
142;SECH;CL;Producto sellado, en excelentes condiciones. Estuvo todo el tiempo en contacto conmigo, respondiendo mis preguntas. Más de 2 años Denunciar;NEUTRO
143;SECH;CL;Espectacular volver a una pantalla 5. 4. Muy rapido y su pantalla amoled es un salto gigantesco a sus antiguas pantallas. Pra los que se quejan de que no viene cargador: informense antes de comprar. Apple lo anuncio hace tiempo.;NEUTRO
144;SECH;CL;Todo ok, la bateria no dura mucho.;NEUTRO
145;SECH;CL;Para el tiempo que lo he usado, me ha parecido un dispositivo muy completo, tiene mucha memoria interna, el procesador junto con la ram esta muy elevada, el diseño también es muy bonito, sobretodo en el color que lo pedí, que es un bronce casi blanco, equipo muy recomendado calidad-precio y tendrán años con el, porque es un celular que tiene actualizaciones constantes, xiaomi hizo un buen trabajo con este equipo?.;NEUTRO
146;SECH;CL;Aún no puedo dar mi opinión certera ,de momento ha sido un 9 de 10, puesto que llevo menos de 1 mes con el celular. El tiempo dirá que tan genial es , recomendadisimo por el precio y cantidad de cosas que trae y más por el procesador de gamma alta que trae.;NEUTRO
147;SECH;CL;Excelente celular, se lo compré a mi padre que ya llevaba tiempo con el antiguo y quedo bastante satisfecho sacándole el uso en redes sociales, videos y cámara. Diseño elegante y ni hablar de la batería que le dura bastante.;NEUTRO
148;SECH;CL;"Una decepción!. . Lo comparo con mi anterior equipo, el xiaomi redmi note 7. Compré este pensando, especialmente, en su mayor memoria ram (6 gb), pero he encontrado problemas como que ante ciertos procesos simples como escribir en whatsapp o navegar por facebook, tiene momentos en que se ""pega"" y debo esperar un par de segundos a que se reestablezca, otro problema es el pésimo autoenfoque de la cámara, se debe esperar más de lo normal para que pueda enfocar, especialmente de ceraca, pero aún en una fotografía típica de distancia considerable, por último, el volumen de audio con auriculares es más bajo, en comparación con mi anterior equipo. . En fin, comparo con mi anterior equipo y quiero imaginar que solo es problema de la actualización de sistema, pero realmente ha sido una decepción. De todas maneras, hay que tomar en cuenta el bajo precio.";NEUTRO
149;SECH;CL;Excelente celular, lo compre hace mas de un mes y a funcionado de maravilla, la cámara es excelente, tanto la cámara frontal como la trasera. La batería dura un montón incluso si se hacen videos llamadas. Se puede dividir la pantalla y hacer dos cosas al mismo tiempo, es muy cómodo para trabajar.;NEUTRO
150;SECH;CL;Hasta el momento todo esta ok con el producto, la verdad el celular era para mi padre y el esta feliz con su compra.;NEUTRO
151;SECH;CL;Bueno. Me encantó. Fácil de usar. La batería dura mucho tiempo. Es rápido en el cambio de app. Buena conección a red.;NEUTRO
152;SECH;CL;Buen producto para el valor que tiene, dura bastante la batería, aunque se calienta al utilizarlo mucho y no se que tan normal sea eso ya que mi otro celular lo utilizo hasta cargando y no le sucede eso y es de gama baja, lo seguiré probando y veré si realmente cumple todas mis expectativas. Más de 1 año Denunciar;NEUTRO
153;SECH;CL;Todo ok y en los tiempos establecidos.;NEUTRO
154;SECH;CL;Buen producto, básico, preciso, pero pensé que la batería podría durar mas,, sin uso con el 4g desactivado dura como una semana (según nokia dura 36 días, falso).;NEUTRO
155;SECH;CL;Muy buen teléfono nokia ideal para personas adultas tercera edad.;NEUTRO
156;SECH;CL;Buen celular nokia, te vas a la segura. Ayer Denunciar;NEUTRO
157;SECH;CL;Visualmente excelente, cumplió todos mis requerimiento, lamentablemente aun no lo e usado por no tener tiempo de respaldar mi iphone antiguo y cambiar la información.;NEUTRO
158;SECH;CL;Excelente relacion calidad precio, pantalla grande, buena resolución, batería suficiente para dos días de uso normal, buenos acabados. Excelente equipo. Más de 1 año Denunciar;NEUTRO
159;SECH;CL;Un teléfono potente, pero con fallas en pantalla y sensores que no lo hacen muy disfrutable. Espero que con el tiempo, las actualizaciones hagan que cambie de parecer.;NEUTRO
160;SECH;CL;Buen teléfono, la batería dura casi 2 días usándolo con redes sociales, trabajo, llamadas normales. Buenas cámaras. Pero a pesar de todo, esperaba más. Más de 1 año Denunciar;NEUTRO
161;SECH;CL;Un pc en mi mano. Sintuviera un teclado, seria como un notebook. Y muy rapido, se nota que es el tope de linea. Yo me cambie de huawei p40.;NEUTRO
162;SECH;CL;Excelente equipo, funciona todo ok.;NEUTRO
163;SECH;CL;Excelente equipo lo unico que ai que tener en cuenta es que emite un sonido por dentro mas concretamente en el modulo de la camara y da la impresion de que algo esta suelto pero esto es totalmente normal ya que ai se encuentra el estabilizador optico de la camara esto lo averigue directo de samsung y por su aplicacion samsung members con reseñas de usuarios que lo tienen donde corroboran esto, que efectivamente el sonido emitido es por este motivo.;NEUTRO
164;SECH;CL;Buen producto, buena camara principal, buena calidad de imagen en la pantalla, carga rapida y la bateria dura arto tiempo.;NEUTRO
165;SECH;CL;Buen telefono se ajusta a todas las necesidades.;NEUTRO
166;SECH;CL;Muy bueno y rápido. El tiempo de carga no es nada y el procesador logra una excelente calidad con las aplicaciones. La cámara para uso cotidiano es suficiente, pero la prioridad en mi caso era el almacenamiento y un buen procesador.;NEUTRO
167;SECH;CL;Producto de muy buena calidad, descripcion se ajusta a lo vendido, lo unico tener en consideración es que el transfromador es eeuu, por lo que se debe comprar adaptador europeo aparte.;NEUTRO
168;SECH;CL;Buen celular toodo okkkkkkkkk.;NEUTRO
169;SECH;CL;Excelente producto para un adulto mayor de 65 años. Bastante memoria para sus apps como facebook y whatsapp. Liviano, al ajustar el tamaño de la letra queda muy accesible. Mismo sistema android, no es complejo de usar. Buen sonido y muy bonito. Eso sí, comprar otra carcasa más duradera en caso de que un adulto mayor lo use, para evitar caídas. Yo siempre he sido fiel a motorola (actualmente tengo un moto one action) y esta vez quise regalarle esta excelente marca a mi madre. No me decepcionó!.;NEUTRO
170;SECH;CL;Buen dispositivo. Estable y rápido. Batería de duración muy aceptable. Recomendable para uso normal.;NEUTRO
